地方政府回应数(Y),微博投诉@数(X),@回应比例,地方政府回应的投诉发帖数,投诉发帖数,投诉回应比例,污染所在地区(S),人均国内生产总值(PGDP),企业状态,登记注册类型,企业规模,行业类别代码,行业类别名称,工业总产值当年价格万元,年正常生产时间小时,政府部门,政府部门级别,行政区划,企业名称,法人编号,污染所在地,行政编号,总转发量(Forward_all),总评论量(Comment_all),总点赞量(Praise_all),平均转发量(Forward),平均评论量(Comment),平均点赞量(Praise),中央/上级政府关注(Position),森林覆盖率(Forest),工业发电量(Industry),年份(year),平均回应时间/秒(Diff)
0,2,0.0,0.0,1.0,0.0,1,64168.3,,,,4411,火力发电,,,山东环境,省,山东省,山东淄博傅山热电,164269655,山东省,370000,0,3,1,0.0,3.0,1.0,0.0,16.73,5329.27,2015,0
0,2,0.0,0.0,1.0,0.0,0,47626,,,,2621,氮肥制造,,,西安环保,市,陕西省西安市,陕西兴化集团,294208164,陕西省,610481,0,0,0,0.0,0.0,0.0,0.0,41.42,1757.41,2015,0
0,1,0.0,0.0,1.0,0.0,1,40255,,,,4411,火力发电,,,辛集环保,县,河北省辛集市,辛集市东方热电,737372191,河北省,130181,0,0,0,0.0,0.0,0.0,0.0,23.41,2630.59,2015,0
0,2,0.0,0.0,1.0,0.0,1,40255,,,,3140,钢压延加工,,,北京市环保局总量处,省,北京省北京市,宣化钢铁集团,106181022,河北省,130705,0,0,0,0.0,0.0,0.0,0.0,23.41,2630.59,2015,0
0,4,0.0,0.0,2.0,0.0,1,64168.3,,,,4411,火力发电,,,山东环境,省,山东省,枣庄矿业集团蒋庄煤矸石热电,748992046,山东省,370481,2,4,3,1.0,2.0,1.5,0.0,16.73,5329.27,2015,0
1,10,0.1,1.0,1.0,1.0,0,35996.56,,,,3211,铜冶炼,,,东至环保,县,安徽省东至县,铜陵有色金属集团公司金昌冶炼厂,728511794,安徽省,340702,6,5,5,6.0,5.0,5.0,0.0,27.53,2252.69,2015,3373.0
0,1,0.0,0.0,1.0,0.0,0,47626,,,,4419,其他电力生产,,,陕西环保,省,陕西省,商洛比亚迪实业,681580548,陕西省,611002,0,1,1,0.0,1.0,1.0,0.0,41.42,1757.41,2015,0
0,3,0.0,0.0,1.0,0.0,1,77643.69,,,,,,,,嘉善环保,县,浙江省嘉善县,嘉善县大地污水处理工程,721076072,浙江省,330421,4,2,2,4.0,2.0,2.0,0.0,59.07,3197.66,2015,0
1,9,0.1111,1.0,8.0,0.125,0,50053,,,,3120,炼钢,,,生态黄石,市,黄石市,湖北新冶钢,757045833,湖北省,420203,1,3,5,0.125,0.375,0.625,0.0,38.4,2479.02,2015,508151.0
0,1,0.0,0.0,1.0,0.0,0,104132,,,,1620,卷烟制造,,,武汉环保,市,武汉市,贵州中烟工业,214412588,贵州省,520000,0,0,0,0.0,0.0,0.0,0.0,37.09,1903.99,2015,0
0,4,0.0,0.0,2.0,0.0,0,42753.86,,,,,,,,刘帅168,省,湖南省,宁乡县污水处理厂,689506799,湖南省,430124,13,32,0,6.5,16.0,0.0,0.0,47.77,1385.09,2015,0
0,1,0.0,0.0,1.0,0.0,1,77643.69,,,,1713,棉印染精加工,,,浙江环保,省,浙江省,浙江海虹印染,745065060,浙江省,330000,0,0,0,0.0,0.0,0.0,0.0,59.07,3197.66,2015,0
2,6,0.3333,2.0,3.0,0.6667,1,64168.3,,,,,,,,山东环境,省,山东省,光大水务（济南）,79392494X03,山东省,370104,19,0,2,6.3333,0.0,0.6667,0.6667,16.73,5329.27,2015,174074.5
1,3,0.3333,1.0,2.0,0.5,1,77643.69,,,,4411,火力发电,,,杭州环保,市,浙江省杭州市,浙江三星热电,754403818,浙江省,330183,0,1,0,0.0,0.5,0.0,0.0,59.07,3197.66,2015,71460.0
1,3,0.3333,1.0,1.0,1.0,0,47626,,,,2511,原油加工及石油制品制造,,,延安市环境保护局,市,陕西省延安市,陕西延长石油(集团),223505698,陕西省,610629,1,3,2,1.0,3.0,2.0,0.0,41.42,1757.41,2015,252214.0
0,2,0.0,0.0,1.0,0.0,1,89235,,,,610,烟煤和无烟煤开采洗选,,,淄博环保,市,淄博市,淄博矿业集团,706092437,山东省,370000,0,0,0,0.0,0.0,0.0,0.0,16.73,5329.27,2015,0
0,2,0.0,0.0,2.0,0.0,1,58597,,,,3120,炼钢,,,抚顺市环保局,市,抚顺市,抚顺特殊钢股份,70181332X,辽宁省,210404,0,0,0,0.0,0.0,0.0,0.0,38.24,1778.76,2015,0
0,1,0.0,0.0,1.0,0.0,0,64710,,,,3011,水泥制造,,,马鞍山市环境保护局,市,鞍山市,安徽盘景水泥,664208330,安徽省,341424,0,1,0,0.0,1.0,0.0,0.0,27.53,2252.69,2015,0
3,14,0.2143,3.0,9.0,0.3333,1,77643.69,,,,4411,火力发电,,,杭州环保,市,浙江省杭州市,浙江海联热电股份,609131596,浙江省,330110,8,13,1,0.8889,1.4444,0.1111,0.0,59.07,3197.66,2015,58099.6667
0,1,0.0,0.0,1.0,0.0,0,42753.86,,,,2511,原油加工及石油制品制造,,,岳阳市环境保护局,市,湖南省岳阳市,中石化资产经营管理,66169914600,湖南省,430602,0,0,0,0.0,0.0,0.0,0.0,47.77,1385.09,2015,0
0,1,0.0,0.0,1.0,0.0,0,35996.56,,,,3140,钢压延加工,,,合肥环保,市,安徽省合肥市,马钢（合肥）钢铁,788567175,安徽省,340102,0,0,0,0.0,0.0,0.0,0.0,27.53,2252.69,2015,0
0,1,0.0,0.0,1.0,0.0,1,77643.69,,,,1723,毛染整精加工,,,浙江环保,省,浙江省,浙江天龙数码印染,733827689,浙江省,330000,0,1,0,0.0,1.0,0.0,0.0,59.07,3197.66,2015,0
0,1,0.0,0.0,1.0,0.0,1,61511,,,,4430,热力生产和供应,,,徐州环保,市,徐州市,徐州金山桥热电,74484662302,江苏省,320000,0,0,0,0.0,0.0,0.0,0.0,15.8,4709.37,2015,0
0,1,0.0,0.0,1.0,0.0,1,48529,,,,4411,火力发电,,,济宁市环保局太白湖新区分局,县,济宁市湖新区,山东百年电力发展股份,169423228,山东省,370681,0,0,1,0.0,0.0,1.0,0.0,16.73,5329.27,2015,0
0,3,0.0,0.0,3.0,0.0,0,104132,,,,4411,火力发电,,,武汉环保,市,武汉市,国电青山热电,77077210300,湖北省,420107,0,0,0,0.0,0.0,0.0,0.0,38.4,2479.02,2015,0
0,7,0.0,0.0,5.0,0.0,1,77643.69,,,,3011,水泥制造,,,浙江环保,省,浙江省,浙江红狮水泥股份,739918063,浙江省,330781,3,2,1,0.6,0.4,0.2,0.0,59.07,3197.66,2015,0
0,2,0.0,0.0,1.0,0.0,1,87995,,,,,,,,江苏环保,省,江苏省,江阴市璜塘综合污水处理,764196103,江苏省,320281,0,3,1,0.0,3.0,1.0,0.0,15.8,4709.37,2015,0
0,3,0.0,0.0,3.0,0.0,0,36724,,,,2613,无机盐制造,,,江西环保,省,江西省,江西晶昊盐化,723906690,江西省,360982,0,1,0,0.0,0.3333,0.0,0.0,60.01,1085.35,2015,0
0,1,0.0,0.0,1.0,0.0,1,87995,,,,3120,炼钢,,,张家港环保,县,张家港市,江苏永钢集团,142194488,江苏省,320582,0,0,2,0.0,0.0,2.0,0.0,15.8,4709.37,2015,0
0,2,0.0,0.0,1.0,0.0,0,47626,,,,4430,热力生产和供应,,,延安市环境保护局,市,陕西省延安市,吴起县污水处理厂,752131249,陕西省,610626,0,1,3,0.0,1.0,3.0,0.0,41.42,1757.41,2015,0
0,3,0.0,0.0,3.0,0.0,0,47626,,,,4411,火力发电,,,陕西环保,省,陕西省,澄合矿务局电力中心,762552450,陕西省,610525,0,1,1,0.0,0.3333,0.3333,0.0,41.42,1757.41,2015,0
0,2,0.0,0.0,1.0,0.0,1,64168.3,,,,2211,木竹浆制造,,,山东环境,省,山东省,潍坊恒联浆纸,749855852,山东省,370703,0,0,0,0.0,0.0,0.0,0.0,16.73,5329.27,2015,0
0,3,0.0,0.0,3.0,0.0,0,47626,,,,2520,炼焦,,,陕西环保,省,陕西省,神木县顺德煤化工,677922285,陕西省,610821,0,4,1,0.0,1.3333,0.3333,0.0,41.42,1757.41,2015,0
2,1,2.0,1.0,1.0,1.0,1,89235,,,,2612,无机碱制造,,,淄博环保,市,淄博市,山东金岭化工股份,726200036,山东省,370523,13,7,0,13.0,7.0,0.0,0.0,16.73,5329.27,2015,213907.0
0,2,0.0,0.0,2.0,0.0,1,70894,,,,3011,水泥制造,,,湖州环保,市,湖州市,湖州南方水泥,753972859,浙江省,330522,0,0,0,0.0,0.0,0.0,0.0,59.07,3197.66,2015,0
0,5,0.0,0.0,2.0,0.0,1,87995,,,,3110,炼铁,,,溧阳环保,县,溧阳市,江苏申特钢铁,739584067,江苏省,320481,1,1,0,0.5,0.5,0.0,0.0,15.8,4709.37,2015,0
0,6,0.0,0.0,4.0,0.0,1,77643.69,,,,4411,火力发电,,,绍兴-环保,市,浙江省绍兴市,浙江天马热电,753014917,浙江省,330000,4,5,0,1.0,1.25,0.0,0.0,59.07,3197.66,2015,0
0,2,0.0,0.0,1.0,0.0,1,64168.3,,,,3041,平板玻璃制造,,,青岛环保,市,山东省青岛市,德州晶华集团振华,167277634,山东省,371402,1,1,1,1.0,1.0,1.0,0.0,16.73,5329.27,2015,0
0,14,0.0,0.0,9.0,0.0,1,64168.3,,,,3041,平板玻璃制造,,,德州环境,市,山东省德州市,德州晶华集团振华,167277634,山东省,371402,38,15,30,4.2222,1.6667,3.3333,0.0,16.73,5329.27,2015,0
0,2,0.0,0.0,1.0,0.0,1,64168.3,,,,,,,,山东环境,省,山东省,龙口市污水处理厂,76098944801,山东省,370681,0,0,0,0.0,0.0,0.0,0.0,16.73,5329.27,2015,0
0,1,0.0,0.0,1.0,0.0,1,87995,,,,4430,热力生产和供应,,,江苏环保,省,江苏省,苏州市江远热电,251663888,江苏省,320506,0,1,0,0.0,1.0,0.0,0.0,15.8,4709.37,2015,0
0,2,0.0,0.0,2.0,0.0,0,71100.54,,,,,,,,达茂旗环境保护局,县,内蒙古省包头市,包头市佳诚污水处理,89557437,内蒙古自治区,150223,0,0,1,0.0,0.0,0.5,0.0,21.03,3949.81,2015,0
0,5,0.0,0.0,5.0,0.0,0,56076,,,,4411,火力发电,,,吉林省环境保护厅,省,吉林省,吉林松花江热电,732541953,吉林省,220202,1,2,1,0.2,0.4,0.2,0.0,40.38,760.26,2015,0
0,2,0.0,0.0,2.0,0.0,1,40255,,,,3130,黑色金属铸造,,,唐山市环境保护局,市,河北省唐山市,迁安市成达精密铸造,798418560,河北省,130283,0,2,0,0.0,1.0,0.0,0.0,23.41,2630.59,2015,0
2,2,1.0,2.0,2.0,1.0,0,35996.56,,,,,,,,合肥环保,市,安徽省合肥市,合肥市小仓房污水处理厂,76688786401,安徽省,340111,2,14,2,1.0,7.0,1.0,0.0,27.53,2252.69,2015,396530.5
0,2,0.0,0.0,2.0,0.0,0,42753.86,,,,2221,机制纸及纸板制造,,,湖南省环境保护厅,省,湖南省,沅江市金太阳纸业,73476048X00,湖南省,430981,0,1,1,0.0,0.5,0.5,0.0,47.77,1385.09,2015,0
0,2,0.0,0.0,1.0,0.0,1,118171,,,,2612,无机碱制造,,,南京环保,市,南京市,中国石化集团南京化学工业,834764058,江苏省,320703,0,0,1,0.0,0.0,1.0,0.0,15.8,4709.37,2015,0
0,3,0.0,0.0,2.0,0.0,1,110351,,,,4411,火力发电,,,镇江环保局,市,镇江市,中国国电集团公司谏壁发电厂,834754351,江苏省,321102,1,0,0,0.5,0.0,0.0,0.0,15.8,4709.37,2015,0
2,8,0.25,2.0,5.0,0.4,1,85919,,,,,,,,济南环保,市,济南市,光大水务（济南）,79392494X03,山东省,370104,30,0,5,6.0,0.0,1.0,0.4,16.73,5329.27,2015,174074.5
0,1,0.0,0.0,1.0,0.0,1,75259,,,,3120,炼钢,,,福州环保,市,福州市,福建省三钢（集团）,15814361800,福建省,350402,1,1,2,1.0,1.0,2.0,0.0,65.95,2007.43,2015,0
0,2,0.0,0.0,2.0,0.0,1,106497,,,,3963,集成电路制造,,,环保北京,省,北京省北京市,中芯国际集成电路制造（北京）,74040172300,北京市,110108,0,0,0,0.0,0.0,0.0,0.0,35.84,434.39,2015,0
0,1,0.0,0.0,1.0,0.0,1,67503,,,,1713,棉印染精加工,,,江门环保,市,广东省江门市,江门市新会区冠华针织厂,617742442,广东省,440705,0,0,0,0.0,0.0,0.0,0.0,51.26,4263.66,2015,0
0,1,0.0,0.0,1.0,0.0,0,39122.61,,,,4411,火力发电,,,清风鹤壁环保,市,河南省鹤壁市,鹤壁同力发电,779404307,河南省,410603,0,3,0,0.0,3.0,0.0,0.0,21.5,2652.66,2015,0
0,2,0.0,0.0,2.0,0.0,0,77179,,,,3110,炼铁,,,绿色郑州,市,郑州市,安阳县博盛钢铁公司,747435969,河南省,410522,0,0,0,0.0,0.0,0.0,0.0,21.5,2652.66,2015,0
0,2,0.0,0.0,1.0,0.0,0,42753.86,,,,1353,肉制品及副产品加工,,,湖南省环境保护厅,省,湖南省,湖南临武舜华鸭业发展,707410433,湖南省,431025,0,1,2,0.0,1.0,2.0,0.0,47.77,1385.09,2015,0
1,10,0.1,1.0,1.0,1.0,0,35996.56,,,,3211,铜冶炼,,,淮南环保,市,安徽省淮南市,金隆铜业,610436303,安徽省,340702,6,5,5,6.0,5.0,5.0,0.0,27.53,2252.69,2015,3373.0
0,1,0.0,0.0,1.0,0.0,1,87995,,,,2829,其他合成纤维制造,,,江苏环保,省,江苏省,南通醋酸纤维,608309823,江苏省,320602,0,0,0,0.0,0.0,0.0,0.0,15.8,4709.37,2015,0
0,1,0.0,0.0,1.0,0.0,1,87734,,,,3110,炼铁,,,沈阳环保,市,沈阳市,鞍钢集团矿业公司弓长岭矿业公司球团厂,752798748,辽宁省,211005,0,0,0,0.0,0.0,0.0,0.0,38.24,1778.76,2015,0
0,1,0.0,0.0,1.0,0.0,1,64168.3,,,,1351,牲畜屠宰,,,青岛环保,市,山东省青岛市,青岛正大,614370014,山东省,370282,0,0,1,0.0,0.0,1.0,0.0,16.73,5329.27,2015,0
2,9,0.2222,2.0,4.0,0.5,1,77643.69,,,,4411,火力发电,,,杭州环保,市,浙江省杭州市,杭州塘栖热电,143869707,浙江省,330110,0,4,0,0.0,1.0,0.0,0.0,59.07,3197.66,2015,64769.5
0,5,0.0,0.0,3.0,0.0,1,112221,,,,3011,水泥制造,,,常州环保局,市,常州市,盘固水泥集团,755092724,江苏省,320482,0,0,0,0.0,0.0,0.0,0.0,15.8,4709.37,2015,0
0,1,0.0,0.0,1.0,0.0,1,64168.3,,,,2612,无机碱制造,,,青岛环保,市,山东省青岛市,山东金岭化工股份,726200036,山东省,370523,0,0,0,0.0,0.0,0.0,0.0,16.73,5329.27,2015,0
0,3,0.0,0.0,3.0,0.0,0,39505,,,,3011,水泥制造,,,九江环保发布,市,九江市,江西亚东水泥,612441544,江西省,360481,3,1,1,1.0,0.3333,0.3333,0.0,60.01,1085.35,2015,0
1,2,0.5,1.0,1.0,1.0,1,87995,,,,2223,加工纸制造,,,丹阳环保局,县,江苏省丹阳市,江苏长丰造纸,142473508,江苏省,321181,0,0,0,0.0,0.0,0.0,0.0,15.8,4709.37,2015,2377507.0
0,3,0.0,0.0,2.0,0.0,1,77643.69,,,,,,,,浙江环保,省,浙江省,余姚市小曹娥镇众安废水处理服务站,764523258,浙江省,330281,0,0,0,0.0,0.0,0.0,0.0,59.07,3197.66,2015,0
0,1,0.0,0.0,1.0,0.0,0,36775,,,,3011,水泥制造,,,四川环保,省,四川省,都江堰拉法基水泥,710920477,四川省,510181,1,0,1,1.0,0.0,1.0,0.0,35.22,3273.85,2015,0
0,1,0.0,0.0,1.0,0.0,0,47626,,,,,,,,陕西环保,省,陕西省,渭南市排水,713528104,陕西省,610502,0,0,0,0.0,0.0,0.0,0.0,41.42,1757.41,2015,0
0,4,0.0,0.0,2.0,0.0,1,77643.69,,,,3011,水泥制造,,,杭州环保,市,浙江省杭州市,建德红狮水泥,74945178600,浙江省,330182,3,2,1,1.5,1.0,0.5,0.0,59.07,3197.66,2015,0
0,1,0.0,0.0,1.0,0.0,1,77643.69,,,,1713,棉印染精加工,,,浙江环保,省,浙江省,浙江新建纺织,704485843,浙江省,330000,0,0,0,0.0,0.0,0.0,0.0,59.07,3197.66,2015,0
1,10,0.1,1.0,1.0,1.0,0,35996.56,,,,3211,铜冶炼,,,芜湖市环境保护局,市,安徽省芜湖市,铜陵有色金属集团股份,728511794,安徽省,340702,6,5,5,6.0,5.0,5.0,0.0,27.53,2252.69,2015,3373.0
1,10,0.1,1.0,1.0,1.0,0,35996.56,,,,3211,铜冶炼,,,黄山市环境保护局,市,安徽省黄山市,铜陵有色金属集团股份,728511794,安徽省,340702,6,5,5,6.0,5.0,5.0,0.0,27.53,2252.69,2015,3373.0
0,1,0.0,0.0,1.0,0.0,1,64168.3,,,,1781,非织造布制造,,,青岛环保,市,山东省青岛市,青岛华绵水洗制衣,70642821X,山东省,370282,0,1,1,0.0,1.0,1.0,0.0,16.73,5329.27,2015,0
0,6,0.0,0.0,3.0,0.0,1,110351,,,,4430,热力生产和供应,,,镇江环保局,市,镇江市,镇江大港热电厂,743123976,江苏省,320000,24,12,1,8.0,4.0,0.3333,0.0,15.8,4709.37,2015,0
2,3,0.6667,2.0,3.0,0.6667,0,69594,,,,,,,,银川环保,市,银川市,中国石油宁夏石化公司,701664792,宁夏回族自治区,640105,1,6,1,0.3333,2.0,0.3333,0.0,11.89,1144.38,2015,12164.5
0,1,0.0,0.0,1.0,0.0,1,77643.69,,,,2221,机制纸及纸板制造,,,北仑环保,县,浙江省宁波市北仑区,宁波亚洲浆纸业,74218972X,浙江省,330206,0,1,1,0.0,1.0,1.0,0.0,59.07,3197.66,2015,0
0,45,0.0,0.0,36.0,0.0,1,70894,,,,4411,火力发电,,,湖州环保,市,湖州市,统一能源（湖州）热电,733826395,浙江省,330561,43,27,8,1.1944,0.75,0.2222,0.0,59.07,3197.66,2015,0
0,2,0.0,0.0,1.0,0.0,1,130938,,,,,,,,无锡环保,市,无锡市,无锡惠山环保水务,79232836101,江苏省,320206,0,1,0,0.0,1.0,0.0,0.0,15.8,4709.37,2015,0
2,2,1.0,2.0,2.0,1.0,0,77179,,,,4411,火力发电,,,绿色郑州,市,郑州市,郑州市郑东新区热电,75835963100,河南省,410000,27,11,1,13.5,5.5,0.5,0.0,21.5,2652.66,2015,131912.5
0,3,0.0,0.0,1.0,0.0,1,77643.69,,,,,,,,浙江环保,省,浙江省,衢州南方水泥,728454478,浙江省,330881,2,2,0,2.0,2.0,0.0,0.0,59.07,3197.66,2015,0
0,14,0.0,0.0,14.0,0.0,1,67503,,,,3041,平板玻璃制造,,,江门环保,市,广东省江门市,江门华尔润玻璃,749183566,广东省,440703,8,6,5,0.5714,0.4286,0.3571,0.0,51.26,4263.66,2015,0
0,1,0.0,0.0,1.0,0.0,1,40818,,,,3360,金属表面处理及热处理加工,,,环保海口,市,海南省海口市,海南海宇锡板工业,620006083,海南省,460105,0,0,0,0.0,0.0,0.0,0.0,55.38,287.73,2015,0
0,7,0.0,0.0,7.0,0.0,1,40255,,,,4411,火力发电,,,唐山市环境保护局,市,河北省唐山市,唐山开滦热电,73291236302,河北省,130204,3,3,1,0.4286,0.4286,0.1429,0.0,23.41,2630.59,2015,0
0,8,0.0,0.0,5.0,0.0,1,87995,,,,4411,火力发电,,,江苏环保,省,江苏省,靖江苏源热电,748738080,江苏省,321282,88,14,4,17.6,2.8,0.8,0.0,15.8,4709.37,2015,0
0,3,0.0,0.0,1.0,0.0,1,58110,,,,2211,木竹浆制造,,,东港环境,市,日照市,亚太森博（山东）浆纸,613803877,山东省,370000,1,0,3,1.0,0.0,3.0,0.0,16.73,5329.27,2015,0
0,3,0.0,0.0,1.0,0.0,1,118171,,,,4411,火力发电,,,南京环保,市,南京市,江苏国信扬州发电,682192061,江苏省,321003,0,0,0,0.0,0.0,0.0,0.0,15.8,4709.37,2015,0
0,2,0.0,0.0,2.0,0.0,0,50653.85,,,,4411,火力发电,,,咸宁市环境保护局,市,湖北省咸宁市,嘉鱼县嘉能热电,744630662,湖北省,421221,10,6,6,5.0,3.0,3.0,0.0,38.4,2479.02,2015,0
0,8,0.0,0.0,6.0,0.0,0,104132,,,,3110,炼铁,,,武汉环保,市,武汉市,武汉钢铁集团矿业,751042340,湖北省,420704,0,0,3,0.0,0.0,0.5,0.0,38.4,2479.02,2015,0
0,1,0.0,0.0,1.0,0.0,0,39461.56,,,,3741,飞机制造,,,龙江环保,省,黑龙江省,哈尔滨飞机工业集团,744182003,黑龙江省,230108,0,2,0,0.0,2.0,0.0,0.0,43.16,900.41,2015,0
1,10,0.1,1.0,1.0,1.0,0,35996.56,,,,3211,铜冶炼,,,东至环保,县,安徽省东至县,金隆铜业,610436303,安徽省,340702,6,5,5,6.0,5.0,5.0,0.0,27.53,2252.69,2015,3373.0
0,1,0.0,0.0,1.0,0.0,1,85919,,,,4411,火力发电,,,济南环保,市,济南市,莱芜市汶源热电,735759931,山东省,371203,1,1,0,1.0,1.0,0.0,0.0,16.73,5329.27,2015,0
0,1,0.0,0.0,1.0,0.0,1,77643.69,,,,,,,,义乌环保,县,浙江省义乌市,义乌市水处理,5505352884,浙江省,330782,21,2,1,21.0,2.0,1.0,0.0,59.07,3197.66,2015,0
0,28,0.0,0.0,28.0,0.0,0,36724,,,,4411,火力发电,,,江西环保,省,江西省,国电丰城发电,1582958730,江西省,360981,1,2,2,0.0357,0.0714,0.0714,0.0,60.01,1085.35,2015,0
1,2,0.5,1.0,1.0,1.0,1,130938,,,,4411,火力发电,,,无锡环保,市,无锡市,无锡惠联热电,75798665X00,江苏省,320206,0,9,3,0.0,9.0,3.0,0.0,15.8,4709.37,2015,3347.0
0,2,0.0,0.0,2.0,0.0,0,40036,,,,2614,有机化学原料制造,,,新疆环境保护厅,省,新疆省自治区,新疆广汇新能源,792268282,新疆维吾尔自治区,650522,1,2,7,0.5,1.0,3.5,0.0,4.24,2719.13,2015,0
0,1,0.0,0.0,1.0,0.0,1,85919,,,,3120,炼钢,,,济南环保,市,济南市,山东闽源钢铁,74655535200,山东省,370181,3,3,9,3.0,3.0,9.0,0.0,16.73,5329.27,2015,0
1,3,0.3333,1.0,1.0,1.0,0,47626,,,,2614,有机化学原料制造,,,陕西环保沙龙,省,陕西省,兖州煤业榆林能化,758816038,陕西省,610802,4,4,0,4.0,4.0,0.0,0.0,41.42,1757.41,2015,10364.0
0,1,0.0,0.0,1.0,0.0,1,40255,,,,4411,火力发电,,,环保北京,省,北京省北京市,三河发电,109315911,河北省,131082,7,11,0,7.0,11.0,0.0,0.0,23.41,2630.59,2015,0
0,3,0.0,0.0,1.0,0.0,0,50653.85,,,,4419,其他电力生产,,,鄂州环保,市,湖北省鄂州市,华新水泥（大冶）,753410661,湖北省,420281,1,0,0,1.0,0.0,0.0,0.0,38.4,2479.02,2015,0
3,8,0.375,3.0,4.0,0.75,1,64168.3,,,,3011,水泥制造,,,山东环境,省,山东省,烟台三菱水泥,613412462,山东省,370686,22,13,1,5.5,3.25,0.25,0.0,16.73,5329.27,2015,69664.3333
0,1,0.0,0.0,1.0,0.0,0,69594,,,,4411,火力发电,,,银川环保,市,银川市,宁夏电投西夏热电,788225976,宁夏回族自治区,640105,0,1,0,0.0,1.0,0.0,0.0,11.89,1144.38,2015,0
0,1,0.0,0.0,1.0,0.0,1,77643.69,,,,4411,火力发电,,,温州环保,市,浙江省温州市,温州市瓯海伟明垃圾发电,72893640X,浙江省,330304,0,0,0,0.0,0.0,0.0,0.0,59.07,3197.66,2015,0
1,8,0.125,1.0,6.0,0.1667,1,64168.3,,,,2612,无机碱制造,,,山东环境,省,山东省,山东金岭化工股份,726200036,山东省,370523,13,16,26,2.1667,2.6667,4.3333,0.0,16.73,5329.27,2015,1057.0
0,8,0.0,0.0,6.0,0.0,1,62480,,,,,,,,金华市环保局,市,金华市,恒昌集团浦江印染,147695679,浙江省,330726,8,7,1,1.3333,1.1667,0.1667,0.0,59.07,3197.66,2015,0
1,2,0.5,1.0,1.0,1.0,1,44743,,,,4411,火力发电,,,聊城环境,市,聊城市,国电聊城发电,787158388,山东省,371502,0,3,0,0.0,3.0,0.0,0.0,16.73,5329.27,2015,70457.0
0,3,0.0,0.0,1.0,0.0,0,42753.86,,,,,,,,刘帅168,省,湖南省,湖南华菱涟源钢铁,776753288,湖南省,431302,3,3,0,3.0,3.0,0.0,0.0,47.77,1385.09,2015,0
0,4,0.0,0.0,4.0,0.0,1,62480,,,,3011,水泥制造,,,金华市环保局,市,金华市,兰溪诸葛南方水泥,704568833,浙江省,330781,1,6,1,0.25,1.5,0.25,0.0,59.07,3197.66,2015,0
0,1,0.0,0.0,1.0,0.0,1,40255,,,,3140,钢压延加工,,,唐山市环境保护局,市,河北省唐山市,迁安市九江线材,741535782,河北省,130283,3,0,1,3.0,0.0,1.0,0.0,23.41,2630.59,2015,0
0,4,0.0,0.0,2.0,0.0,1,77643.69,,,,4411,火力发电,,,浙江环保,省,浙江省,浙江天马热电,753014917,浙江省,330000,2,3,0,1.0,1.5,0.0,0.0,59.07,3197.66,2015,0
0,1,0.0,0.0,1.0,0.0,1,75259,,,,3120,炼钢,,,福州环保,市,福州市,福建吴航不锈钢制品,61131555400,福建省,350182,0,0,0,0.0,0.0,0.0,0.0,65.95,2007.43,2015,0
0,1,0.0,0.0,1.0,0.0,0,71100.54,,,,4411,火力发电,,,达茂旗环境保护局,县,内蒙古省包头市,包头市山晟新能源,756698445,内蒙古自治区,150000,0,0,0,0.0,0.0,0.0,0.0,21.03,3949.81,2015,0
0,2,0.0,0.0,2.0,0.0,0,56076,,,,4411,火力发电,,,吉林省环境保护厅,省,吉林省,吉林市源源热电,724876630,吉林省,220204,0,0,0,0.0,0.0,0.0,0.0,40.38,760.26,2015,0
0,2,0.0,0.0,2.0,0.0,0,35996.56,,,,,,,,全椒环境保护局,县,安徽省全椒县,全椒县清源水务,686892997,安徽省,341124,2,0,1,1.0,0.0,0.5,0.0,27.53,2252.69,2015,0
0,1,0.0,0.0,1.0,0.0,0,36724,,,,4411,火力发电,,,江西环保,省,江西省,江西大唐国际新余发电,159872513,江西省,360502,0,0,0,0.0,0.0,0.0,0.0,60.01,1085.35,2015,0
0,2,0.0,0.0,1.0,0.0,1,77643.69,,,,4411,火力发电,,,浙江环保,省,浙江省,杭州崇贤热电,143814933,浙江省,330110,0,0,0,0.0,0.0,0.0,0.0,59.07,3197.66,2015,0
0,1,0.0,0.0,1.0,0.0,0,47626,,,,2614,有机化学原料制造,,,陕西环保,省,陕西省,陕西长青能源化工,698430941,陕西省,610322,0,0,2,0.0,0.0,2.0,0.0,41.42,1757.41,2015,0
0,1,0.0,0.0,1.0,0.0,1,77643.69,,,,3011,水泥制造,,,杭州环保,市,浙江省杭州市,浙江红狮水泥股份,739918063,浙江省,330781,1,0,0,1.0,0.0,0.0,0.0,59.07,3197.66,2015,0
0,1,0.0,0.0,1.0,0.0,0,104132,,,,2613,无机盐制造,,,武汉环保,市,武汉市,应城市新都化工,744642946,湖北省,420981,0,0,0,0.0,0.0,0.0,0.0,38.4,2479.02,2015,0
0,2,0.0,0.0,2.0,0.0,0,36724,,,,4411,火力发电,,,江西环保,省,江西省,国电黄金埠发电,759969546,江西省,361127,0,0,1,0.0,0.0,0.5,0.0,60.01,1085.35,2015,0
0,4,0.0,0.0,4.0,0.0,0,35996.56,,,,4411,火力发电,,,淮南环保,市,安徽省淮南市,淮南平圩第二发电,754894610,安徽省,340406,0,0,0,0.0,0.0,0.0,0.0,27.53,2252.69,2015,0
