西和县恒安工矿贸易,甘肃省,621225,2015,重金属,225791317,,,,912,铅锌矿采选,,
无锡市固废环保处置,江苏省,320211,2015,危险废物,779663392
无锡金鹏水处理,江苏省,320206,2015,危险废物,792328847,,,,2665,环境污染处理专用药剂材料制造,,
无锡中彩新材料股份,江苏省,320206,2015,危险废物,743934752,,,,3140,钢压延加工,,
无锡市前洲无缝钢管厂,江苏省,320206,2015,危险废物,724168378,,,,3240,有色金属合金制造,,
无锡苏嘉创奇冷轧带钢,江苏省,320206,2015,危险废物,750522588,,,,3140,钢压延加工,,
无锡市兴亚无缝钢管,江苏省,320206,2015,危险废物,703542578,,,,3140,钢压延加工,,
无锡银荣板业,江苏省,320206,2015,危险废物,782073668,,,,3360,金属表面处理及热处理加工,,
无锡市振达特种钢管制造,江苏省,320206,2015,危险废物,74393545600,,,,3311,金属结构制造,,
无锡长江薄板,江苏省,320206,2015,危险废物,62828669X,,,,3140,钢压延加工,,
无锡清碧水处理设备,江苏省,320206,2015,危险废物,74392393000,,,,4220,非金属废料和碎屑加工处理,,
统盟（无锡）电子,江苏省,320205,2015,危险废物,732490121
健鼎（无锡）电子,江苏省,320205,2015,危险废物,72443105x
高德(无锡）电子,江苏省,320205,2015,危险废物,748732826,,,,3972,印制电路板制造,,
无锡市百乐薄板,江苏省,320204,2015,危险废物,750011438,,,,3140,钢压延加工,,
南京环务资源再生科技,江苏省,320124,2015,危险废物,738889483,,,,4310,金属制品修理,,
可利亚多元醇（南京）,江苏省,320116,2015,危险废物,773982050,,,,2659,其他合成材料制造,,
南京曙光精细化工,江苏省,320116,2015,危险废物,567218406,1,150,3,2619,其他基础化学原料制造,18000,7200
江苏澄扬作物科技,江苏省,320116,2015,危险废物,660695477,,,,2631,化学农药制造,,
德纳（南京）化工,江苏省,320116,2015,危险废物,768192281,,,,2614,有机化学原料制造,,
南京白敬宇制药,江苏省,320116,2015,危险废物,13490905X,,,,2710,化学药品原料药制造,,
江苏金桐表面活性剂,江苏省,320116,2015,危险废物,571554824,,,,2614,有机化学原料制造,,
巴斯夫特性化学品（南京）,江苏省,320116,2015,危险废物,797127497,,,,2669,其他专用化学产品制造,,
