地方政府回应数(Y),微博投诉@数(X),@回应比例,地方政府回应的投诉发帖数,投诉发帖数,投诉回应比例,污染所在地区(S),人均国内生产总值(PGDP),企业特征(Enterprise),政府部门,政府部门级别,行政区划,企业名称,法人编号,污染所在地,行政编号,总转发量(Forward_all),总评论量(Comment_all),总点赞量(Praise_all),平均转发量(Forward),平均评论量(Comment),平均点赞量(Praise),中央/上级政府关注(Position),森林覆盖率(Forest),工业发电量(Industry),年份(year),平均回应时间/秒(Diff)
0,6,0.0,0.0,2.0,0.0,1,,,舟山环保,市,浙江省舟山市,神华国华（舟山）发电,148716611,浙江省,330902,4,8,0,2.0,4.0,0.0,0.0,59.07,3197.66,2014,0
0,1,0.0,0.0,1.0,0.0,1,,,唐山市环境保护局,市,河北省唐山市,唐山佳华煤化工,755495849,河北省,130000,1,1,0,1.0,1.0,0.0,0.0,23.41,2630.59,2014,0
0,2,0.0,0.0,1.0,0.0,1,,,江苏环保,省,江苏省,圣戈班（徐州）管道,136371652,江苏省,320106,1,0,1,1.0,0.0,1.0,0.0,15.8,4709.37,2014,0
0,1,0.0,0.0,1.0,0.0,0,,,绿色郑州,市,郑州市,林州新达焦化,788098743,河南省,410581,1,0,0,1.0,0.0,0.0,0.0,21.5,2652.66,2014,0
0,1,0.0,0.0,1.0,0.0,1,,,唐山市环境保护局,市,河北省唐山市,迁安市成达精密铸造,798418560,河北省,130283,0,1,0,0.0,1.0,0.0,0.0,23.41,2630.59,2014,0
0,17,0.0,0.0,8.0,0.0,1,,,江苏环保,省,江苏省,句容台泥水泥,60893071600,江苏省,321183,5,11,1,0.625,1.375,0.125,0.0,15.8,4709.37,2014,0
0,2,0.0,0.0,1.0,0.0,1,,,盐城环保,市,盐城市,江苏安和焦化,75506639000,江苏省,320981,0,2,1,0.0,2.0,1.0,0.0,15.8,4709.37,2014,0
1,5,0.2,1.0,2.0,0.5,0,,,绿水青山总关情,省,湖南省,湖南华菱涟源钢铁,776753288,湖南省,431302,23,20,0,11.5,10.0,0.0,0.0,47.77,1385.09,2014,51395.0
0,3,0.0,0.0,3.0,0.0,1,,,上海环境,省,上海省上海市,华能上海石洞口第一电厂,660722180,上海市,310113,2,3,0,0.6667,1.0,0.0,0.0,10.74,807.29,2014,0
0,1,0.0,0.0,1.0,0.0,1,,,青岛环保,市,山东省青岛市,华能淄博白杨河发电,164110206,山东省,370304,1,0,0,1.0,0.0,0.0,0.0,16.73,5329.27,2014,0
0,2,0.0,0.0,2.0,0.0,0,,,合肥环保,市,安徽省合肥市,合肥天源热电,758534241,安徽省,340000,0,0,0,0.0,0.0,0.0,0.0,27.53,2252.69,2014,0
0,11,0.0,0.0,5.0,0.0,1,,,浙江环保,省,浙江省,国电浙江北仑第三发电,796022773,浙江省,330206,4,4,0,0.8,0.8,0.0,0.0,59.07,3197.66,2014,0
0,2,0.0,0.0,1.0,0.0,1,,,衢州-环保,市,浙江省衢州市,江山南方水泥,70463354300,浙江省,330881,0,1,0,0.0,1.0,0.0,0.0,59.07,3197.66,2014,0
0,5,0.0,0.0,2.0,0.0,1,,,衢州-环保,市,浙江省衢州市,常山南方水泥,75304140500,浙江省,330822,0,2,0,0.0,1.0,0.0,0.0,59.07,3197.66,2014,0
0,4,0.0,0.0,2.0,0.0,1,,,南通环保微博,市,南通市,江苏王子制纸,753929228,江苏省,320000,3,2,1,1.5,1.0,0.5,0.0,15.8,4709.37,2014,0
2,6,0.3333,2.0,2.0,1.0,1,,,淄博环保,市,淄博市,淄博热电集团公司,164101772,山东省,370000,42,18,0,21.0,9.0,0.0,0.0,16.73,5329.27,2014,1029262.0
0,5,0.0,0.0,5.0,0.0,1,,,天津环保发布,省,天津省天津市,天津天丰钢铁,73035277X,天津市,120223,76,9,0,15.2,1.8,0.0,0.0,9.87,617.55,2014,0
0,2,0.0,0.0,1.0,0.0,1,,,江苏环保,省,江苏省,国电菏泽发电厂,168852194,山东省,370000,9,2,0,9.0,2.0,0.0,0.0,16.73,5329.27,2014,0
0,2,0.0,0.0,1.0,0.0,1,,,山东环境,省,山东省,夏津县热电,755425031,山东省,371427,3,2,0,3.0,2.0,0.0,0.0,16.73,5329.27,2014,0
1,5,0.2,1.0,2.0,0.5,1,,,德州环境,市,山东省德州市,德州泰鼎新材料科技,668091424,山东省,371426,12,4,0,6.0,2.0,0.0,0.0,16.73,5329.27,2014,1577.0
0,4,0.0,0.0,4.0,0.0,0,,,合肥环保,市,安徽省合肥市,安徽安能热电,752969068,安徽省,340102,0,0,0,0.0,0.0,0.0,0.0,27.53,2252.69,2014,0
4,12,0.3333,4.0,4.0,1.0,1,,,茌平环境,县,山东省聊城市茌平县,茌平齐鲁供热,732603456,山东省,371523,5,5,0,1.25,1.25,0.0,0.0,16.73,5329.27,2014,4179513.0
0,1,0.0,0.0,1.0,0.0,1,,,中山环保,市,中山市,民森（中山）纺织印染,719369888,广东省,440000,0,2,0,0.0,2.0,0.0,0.0,51.26,4263.66,2014,0
0,3,0.0,0.0,1.0,0.0,0,,,陕西环保沙龙,省,陕西省,神木县恒东煤化工,677910532,陕西省,610821,2,3,0,2.0,3.0,0.0,0.0,41.42,1757.41,2014,0
0,1,0.0,0.0,1.0,0.0,0,,,安徽环保,省,安徽省,安徽荻港海螺水泥股份,731906674,安徽省,340000,0,0,0,0.0,0.0,0.0,0.0,27.53,2252.69,2014,0
0,2,0.0,0.0,1.0,0.0,0,,,吉林省环境保护厅,省,吉林省,长春热电发展,727099566,吉林省,220105,0,1,0,0.0,1.0,0.0,0.0,40.38,760.26,2014,0
0,2,0.0,0.0,2.0,0.0,1,,,济宁环境,市,山东省济宁市,华能济宁高新区热电,742445631,山东省,370000,1,0,0,0.5,0.0,0.0,0.0,16.73,5329.27,2014,0
0,5,0.0,0.0,1.0,0.0,1,,,盐城环保,市,盐城市,扬州第二发电,140861574,江苏省,321003,1,6,0,1.0,6.0,0.0,0.0,15.8,4709.37,2014,0
0,11,0.0,0.0,4.0,0.0,1,,,浙江环保,省,浙江省,浙江富邦集团,14671123-5,浙江省,330481,105,61,5,26.25,15.25,1.25,0.0,59.07,3197.66,2014,0
0,11,0.0,0.0,5.0,0.0,1,,,宁波市环境保护局,市,宁波市,国电浙江北仑第三发电,796022773,浙江省,330206,2,4,0,0.4,0.8,0.0,0.0,59.07,3197.66,2014,0
0,5,0.0,0.0,5.0,0.0,0,,,绿色郑州,市,郑州市,郑州新力电力,614711149,河南省,410102,67,20,0,13.4,4.0,0.0,0.0,21.5,2652.66,2014,0
0,2,0.0,0.0,1.0,0.0,1,,,浙江环保,省,浙江省,杭州萧山锦江绿色能源,,浙江省,330109,8,4,0,8.0,4.0,0.0,0.0,59.07,3197.66,2014,0
0,3,0.0,0.0,1.0,0.0,1,,,浙江环保,省,浙江省,浙江三星热电,754403818,浙江省,330183,0,1,0,0.0,1.0,0.0,0.0,59.07,3197.66,2014,0
0,2,0.0,0.0,1.0,0.0,0,,,渭南市环保,市,陕西省渭南市,陕西渭河煤化工集团,220530513,陕西省,610000,1,2,1,1.0,2.0,1.0,0.0,41.42,1757.41,2014,0
0,2,0.0,0.0,2.0,0.0,0,,,湖北环保,省,湖北省,孝感广盐华源制盐,764135386,湖北省,420981,1,2,0,0.5,1.0,0.0,0.0,38.4,2479.02,2014,0
0,11,0.0,0.0,5.0,0.0,1,,,浙江环保,省,浙江省,杭州余杭锦江环保能源,14389139X,浙江省,330110,27,25,0,5.4,5.0,0.0,0.0,59.07,3197.66,2014,0
0,4,0.0,0.0,2.0,0.0,1,,,泰州环境保护局,市,泰州市,新浦化学（泰兴）,608784747,江苏省,321283,0,2,1,0.0,1.0,0.5,0.0,15.8,4709.37,2014,0
0,6,0.0,0.0,3.0,0.0,1,,,杭州环保,市,浙江省杭州市,杭州朝阳橡胶,704212714,浙江省,330000,29,17,1,9.6667,5.6667,0.3333,0.0,59.07,3197.66,2014,0
0,13,0.0,0.0,9.0,0.0,0,,,贵州环保365,省,贵州省,大唐贵州发耳发电,775337143,贵州省,520221,2,9,0,0.2222,1.0,0.0,0.0,37.09,1903.99,2014,0
0,18,0.0,0.0,6.0,0.0,1,,,海宁环保,县,浙江省海宁市,浙江富邦集团,14671123-5,浙江省,330481,147,83,9,24.5,13.8333,1.5,0.0,59.07,3197.66,2014,0
0,1,0.0,0.0,1.0,0.0,1,,,唐山市环境保护局,市,河北省唐山市,唐山冀东水泥三友,601129731,河北省,130204,6,1,0,6.0,1.0,0.0,0.0,23.41,2630.59,2014,0
0,1,0.0,0.0,1.0,0.0,1,,,天津环保发布,省,天津省天津市,天津长芦汉沽盐场,103061201,天津市,120116,0,1,1,0.0,1.0,1.0,0.0,9.87,617.55,2014,0
0,12,0.0,0.0,4.0,0.0,1,,,山东环境,省,山东省,山东金岭化工股份,726200036,山东省,370523,40,9,0,10.0,2.25,0.0,0.0,16.73,5329.27,2014,0
0,1,0.0,0.0,1.0,0.0,1,,,沈阳环保,市,沈阳市,国电康平发电,774809655,辽宁省,210123,0,1,0,0.0,1.0,0.0,0.0,38.24,1778.76,2014,0
0,2,0.0,0.0,1.0,0.0,0,,,哈密环保,市,哈密市,新疆昕昊达矿业,6827063333,新疆维吾尔自治区,650500,0,1,0,0.0,1.0,0.0,0.0,4.24,2719.13,2014,0
0,3,0.0,0.0,1.0,0.0,1,,,浙江环保,省,浙江省,浙江杭州大马水泥,754420407,浙江省,330185,0,1,0,0.0,1.0,0.0,0.0,59.07,3197.66,2014,0
0,1,0.0,0.0,1.0,0.0,0,,,武汉环保,市,武汉市,武汉钢铁集团矿业,751042340,湖北省,420704,0,0,0,0.0,0.0,0.0,0.0,38.4,2479.02,2014,0
0,2,0.0,0.0,1.0,0.0,1,,,济南环保,市,济南市,华电章丘发电,70592974100,山东省,370181,12,2,0,12.0,2.0,0.0,0.0,16.73,5329.27,2014,0
0,9,0.0,0.0,5.0,0.0,0,,,江西环保,省,江西省,国电丰城发电,1582958730,江西省,360981,1,10,0,0.2,2.0,0.0,0.0,60.01,1085.35,2014,0
0,2,0.0,0.0,1.0,0.0,1,,,宁波市环境保护局,市,宁波市,宁波众茂杭州湾热电,744957892,浙江省,330000,1,1,0,1.0,1.0,0.0,0.0,59.07,3197.66,2014,0
0,2,0.0,0.0,1.0,0.0,1,,,济宁环境,市,山东省济宁市,山东鲁抗中和环保科技,77447610,山东省,370000,0,3,0,0.0,3.0,0.0,0.0,16.73,5329.27,2014,0
0,2,0.0,0.0,2.0,0.0,0,,,刘帅168,省,湖南省,黑龙江昊天玉米开发,769249702,黑龙江省,231202,0,1,0,0.0,0.5,0.0,0.0,43.16,900.41,2014,0
1,2,0.5,1.0,1.0,1.0,1,,,山东环境,省,山东省,山东华金集团,706345473,山东省,370831,2,4,0,2.0,4.0,0.0,0.0,16.73,5329.27,2014,6621095.0
1,12,0.0833,1.0,9.0,0.1111,1,,,台州市环境保护局,市,浙江省台州市,台州发电厂,84888161800,浙江省,331002,5,10,0,0.5556,1.1111,0.0,0.0,59.07,3197.66,2014,7597.0
0,1,0.0,0.0,1.0,0.0,1,,,江苏环保,省,江苏省,南亚电子材料（昆山）,722261579,江苏省,320583,0,0,0,0.0,0.0,0.0,0.0,15.8,4709.37,2014,0
0,7,0.0,0.0,4.0,0.0,1,,,山东环境,省,山东省,山东天源热电,164425232,山东省,370321,7,3,0,1.75,0.75,0.0,0.0,16.73,5329.27,2014,0
0,3,0.0,0.0,3.0,0.0,1,,,杭州环保,市,浙江省杭州市,桐庐南方水泥,740505784,浙江省,330122,0,0,0,0.0,0.0,0.0,0.0,59.07,3197.66,2014,0
0,3,0.0,0.0,1.0,0.0,0,,,九江环保发布,市,九江市,江西亚东水泥,612441544,江西省,360481,1,2,0,1.0,2.0,0.0,0.0,60.01,1085.35,2014,0
1,1,1.0,1.0,1.0,1.0,1,,,滨州环保,市,滨州市,山东泉林纸业,168210327,山东省,371526,83,14,3,83.0,14.0,3.0,0.0,16.73,5329.27,2014,14440.0
0,3,0.0,0.0,1.0,0.0,0,,,云南省环保厅团委,省,云南省,云南铝业股份,21658149X,云南省,530121,0,4,0,0.0,4.0,0.0,0.0,50.03,2692.54,2014,0
0,16,0.0,0.0,7.0,0.0,0,,,榆林市环境保护局,市,榆林市,神木县恒东煤化工,677910532,陕西省,610821,9,13,1,1.2857,1.8571,0.1429,0.0,41.42,1757.41,2014,0
0,4,0.0,0.0,3.0,0.0,1,,,浙江环保,省,浙江省,临海市伟明环保能源,670292102,浙江省,331082,17,6,0,5.6667,2.0,0.0,0.0,59.07,3197.66,2014,0
2,13,0.1538,2.0,4.0,0.5,1,,,温岭环保,县,浙江省温岭市,台州森林造纸,704733827,浙江省,331081,4,9,0,1.0,2.25,0.0,0.0,59.07,3197.66,2014,86197.5
1,3,0.3333,1.0,1.0,1.0,1,,,荣成环境,县,山东省荣成市,荣成市天颐热电,760985316,山东省,371082,1,1,0,1.0,1.0,0.0,0.0,16.73,5329.27,2014,618572.0
0,3,0.0,0.0,2.0,0.0,1,,,浙江环保,省,浙江省,浙江天马热电,753014917,浙江省,330000,4,2,0,2.0,1.0,0.0,0.0,59.07,3197.66,2014,0
0,2,0.0,0.0,1.0,0.0,0,,,云南省环保厅团委,省,云南省,国电阳宗海发电,216875172,云南省,530121,0,2,0,0.0,2.0,0.0,0.0,50.03,2692.54,2014,0
0,5,0.0,0.0,2.0,0.0,1,,,滨州环保,市,滨州市,山东魏桥铝电,74568737X05,山东省,371626,2,2,0,1.0,1.0,0.0,0.0,16.73,5329.27,2014,0
4,8,0.5,4.0,4.0,1.0,1,,,浙江环保,省,浙江省,宁波光耀热电,747396162,浙江省,330281,14,36,0,3.5,9.0,0.0,0.0,59.07,3197.66,2014,155318.0
0,2,0.0,0.0,1.0,0.0,1,,,无锡环保,市,无锡市,宜兴华润热电,765860117,江苏省,320282,2,1,0,2.0,1.0,0.0,0.0,15.8,4709.37,2014,0
1,3,0.3333,1.0,1.0,1.0,1,,,荣成环境,县,山东省荣成市,荣成市热电厂,166873936,山东省,371082,1,2,0,1.0,2.0,0.0,0.0,16.73,5329.27,2014,618760.0
0,7,0.0,0.0,3.0,0.0,1,,,杭州环保,市,浙江省杭州市,杭州江东富丽达热电,749454362,浙江省,330000,1,3,0,0.3333,1.0,0.0,0.0,59.07,3197.66,2014,0
0,2,0.0,0.0,2.0,0.0,1,,,杭州环保,市,浙江省杭州市,杭州萧山经济技术开发区热电,72102220X,浙江省,330109,0,0,0,0.0,0.0,0.0,0.0,59.07,3197.66,2014,0
0,8,0.0,0.0,4.0,0.0,1,,,杭州环保,市,浙江省杭州市,浙江杭州大马水泥,754420407,浙江省,330185,3,3,0,0.75,0.75,0.0,0.0,59.07,3197.66,2014,0
0,9,0.0,0.0,4.0,0.0,0,,,昆明市环保局,市,云南省昆明市,宜良红狮水泥,668256743,云南省,530125,12,9,2,3.0,2.25,0.5,0.0,50.03,2692.54,2014,0
0,74,0.0,0.0,40.0,0.0,1,,,浙江环保,省,浙江省,浙江柏盛热电集团,721077358,浙江省,330000,38,47,0,0.95,1.175,0.0,0.0,59.07,3197.66,2014,0
0,4,0.0,0.0,2.0,0.0,0,,,贵州环保365,省,贵州省,昆明钢铁集团,719402000,云南省,530181,2,4,0,1.0,2.0,0.0,0.0,50.03,2692.54,2014,0
0,3,0.0,0.0,3.0,0.0,0,,,合肥环保,市,安徽省合肥市,安徽大江股份,764750709,安徽省,341421,0,0,0,0.0,0.0,0.0,0.0,27.53,2252.69,2014,0
1,1,1.0,1.0,1.0,1.0,1,,,环保海口,市,海南省海口市,海南中航特玻材料,681170530,海南省,469023,0,2,0,0.0,2.0,0.0,0.0,55.38,287.73,2014,20705.0
0,8,0.0,0.0,4.0,0.0,0,,,江西环保,省,江西省,江西芦溪南方水泥,698455380,江西省,360323,1,3,0,0.25,0.75,0.0,0.0,60.01,1085.35,2014,0
0,8,0.0,0.0,5.0,0.0,1,,,杭州环保,市,浙江省杭州市,杭州锦江绿色能源,720098923,浙江省,330110,8,5,0,1.6,1.0,0.0,0.0,59.07,3197.66,2014,0
0,14,0.0,0.0,5.0,0.0,1,,,邹平环保,县,山东省滨州市邹平县,山东齐星长山热电,745665445,山东省,371626,16,12,0,3.2,2.4,0.0,0.0,16.73,5329.27,2014,0
5,11,0.4545,5.0,6.0,0.8333,1,,,德州环境,市,山东省德州市,临邑恒利热电,732599282,山东省,371424,24,13,0,4.0,2.1667,0.0,0.0,16.73,5329.27,2014,1269281.2
0,43,0.0,0.0,19.0,0.0,0,,,江西环保,省,江西省,江西九江南方水泥,754224465,江西省,360430,15,27,0,0.7895,1.4211,0.0,0.0,60.01,1085.35,2014,0
0,1,0.0,0.0,1.0,0.0,1,,,宁波市环境保护局,市,宁波市,慈溪中科众茂环保热电,799518395,浙江省,330282,0,0,0,0.0,0.0,0.0,0.0,59.07,3197.66,2014,0
0,1,0.0,0.0,1.0,0.0,1,,,徐州环保,市,徐州市,徐州中联水泥,744847888,江苏省,320305,6,3,1,6.0,3.0,1.0,0.0,15.8,4709.37,2014,0
0,1,0.0,0.0,1.0,0.0,0,,,重庆环保,省,重庆省重庆市,重庆琦珠机械制造,76885644-7,重庆市,500113,0,0,0,0.0,0.0,0.0,0.0,38.43,701.19,2014,0
0,43,0.0,0.0,27.0,0.0,1,,,上海环境,省,上海省上海市,上海长兴岛第二发电厂,631256985,上海市,310230,25,30,0,0.9259,1.1111,0.0,0.0,10.74,807.29,2014,0
0,1,0.0,0.0,1.0,0.0,1,,,浙江环保,省,浙江省,浙江春晖环保能源,769618336,浙江省,330000,0,1,0,0.0,1.0,0.0,0.0,59.07,3197.66,2014,0
7,33,0.2121,7.0,23.0,0.3043,0,,,合肥环保,市,安徽省合肥市,安徽皖维高新材料股份,153584043,安徽省,340000,94,88,1,4.087,3.8261,0.0435,0.0,27.53,2252.69,2014,304894.5714
0,2,0.0,0.0,1.0,0.0,0,,,刘帅168,省,湖南省,湖南金大地材料股份,717020201,湖南省,431221,2,4,0,2.0,4.0,0.0,0.0,47.77,1385.09,2014,0
1,1,1.0,1.0,1.0,1.0,1,,,浙江环保,省,浙江省,杭州杭联热电,609135829,浙江省,330000,0,2,0,0.0,2.0,0.0,0.0,59.07,3197.66,2014,1942.0
1,7,0.1429,1.0,5.0,0.2,1,,,江苏环保,省,江苏省,江苏奥喜埃化工,672011247,江苏省,321283,4,17,0,0.8,3.4,0.0,0.0,15.8,4709.37,2014,421721.0
0,9,0.0,0.0,5.0,0.0,1,,,杭州环保,市,浙江省杭州市,浙江三星热电,754403818,浙江省,330183,1,3,1,0.2,0.6,0.2,0.0,59.07,3197.66,2014,0
0,11,0.0,0.0,5.0,0.0,1,,,江苏环保,省,江苏省,张家港骏马涤纶制品,769130269,江苏省,320582,8,3,0,1.6,0.6,0.0,0.0,15.8,4709.37,2014,0
0,10,0.0,0.0,3.0,0.0,1,,,环保东营,市,山东省东营市,山东华泰热力,75445851X,山东省,370523,7,6,0,2.3333,2.0,0.0,0.0,16.73,5329.27,2014,0
1,1,1.0,1.0,1.0,1.0,1,,,山东环境,省,山东省,招远市热电厂,165227633,山东省,370685,1,6,0,1.0,6.0,0.0,0.0,16.73,5329.27,2014,1325.0
1,3,0.3333,1.0,1.0,1.0,1,,,山东环境,省,山东省,荣成市天颐热电,760985316,山东省,371082,1,1,0,1.0,1.0,0.0,0.0,16.73,5329.27,2014,618572.0
0,6,0.0,0.0,3.0,0.0,1,,,淄博环保,市,淄博市,山东天源热电,164425232,山东省,370321,6,3,0,2.0,1.0,0.0,0.0,16.73,5329.27,2014,0
0,1,0.0,0.0,1.0,0.0,0,,,陕西环保,省,陕西省,宝鸡瑞盛水务,586998129,陕西省,610322,3,1,1,3.0,1.0,1.0,0.0,41.42,1757.41,2014,0
0,18,0.0,0.0,9.0,0.0,1,,,金华市环保局,市,金华市,浙江八达金华热电,52840407,浙江省,330702,9,12,0,1.0,1.3333,0.0,0.0,59.07,3197.66,2014,0
0,3,0.0,0.0,1.0,0.0,0,,,渭南市环保,市,陕西省渭南市,华能陕西秦岭发电,220526127,陕西省,610582,0,3,0,0.0,3.0,0.0,0.0,41.42,1757.41,2014,0
1,246,0.0041,1.0,130.0,0.0077,1,,,浙江环保,省,浙江省,浙江巨宏热电,751903438,浙江省,330000,97,134,2,0.7462,1.0308,0.0154,0.0,59.07,3197.66,2014,165498.0
1,9,0.1111,1.0,7.0,0.1429,1,,,浙江环保,省,浙江省,浙江红狮水泥股份,739918063,浙江省,330781,8,28,0,1.1429,4.0,0.0,0.0,59.07,3197.66,2014,226.0
0,1,0.0,0.0,1.0,0.0,0,,,贵州环保365,省,贵州省,云南泸西大为焦化,676583373,云南省,532527,19,11,0,19.0,11.0,0.0,0.0,50.03,2692.54,2014,0
0,2,0.0,0.0,1.0,0.0,1,,,淄博环保,市,淄博市,滕州金晶玻璃,793933037,山东省,370481,2,4,0,2.0,4.0,0.0,0.0,16.73,5329.27,2014,0
0,6,0.0,0.0,1.0,0.0,1,,,崂山环保,县,青岛市,青岛后海热电,743959706,山东省,370213,0,0,0,0.0,0.0,0.0,0.0,16.73,5329.27,2014,0
0,36,0.0,0.0,14.0,0.0,1,,,浦东环境,县,上海省上海市东新区,上海申能星火热电,134023486,上海市,310120,9,19,0,0.6429,1.3571,0.0,0.0,10.74,807.29,2014,0
0,1,0.0,0.0,1.0,0.0,0,,,生态黄石,市,黄石市,创冠环保（黄石）,682651432,湖北省,420000,0,1,0,0.0,1.0,0.0,0.0,38.4,2479.02,2014,0
0,5,0.0,0.0,1.0,0.0,1,,,常州环保局,市,常州市,扬州第二发电,140861574,江苏省,321003,1,6,0,1.0,6.0,0.0,0.0,15.8,4709.37,2014,0
0,7,0.0,0.0,3.0,0.0,0,,,九江环保发布,市,九江市,蓝星化工新材料股份,705653896,江西省,360425,2,8,0,0.6667,2.6667,0.0,0.0,60.01,1085.35,2014,0
3,6,0.5,3.0,3.0,1.0,0,,,江苏环保,省,江苏省,芜湖富春染织,740870490,安徽省,340000,27,561,0,9.0,187.0,0.0,0.0,27.53,2252.69,2014,10327304.3333
0,7,0.0,0.0,5.0,0.0,1,,,上海环境,省,上海省上海市,华能上海石洞口第二电厂,X07283576,上海市,310113,0,3,0,0.0,0.6,0.0,0.0,10.74,807.29,2014,0
0,1,0.0,0.0,1.0,0.0,0,,,吉林省环境保护厅,省,吉林省,吉林石油集团,24443315202,吉林省,220702,0,1,0,0.0,1.0,0.0,0.0,40.38,760.26,2014,0
0,1,0.0,0.0,1.0,0.0,1,,,丹东市环境保护局,市,丹东市,丹东海德鸭绿江热电,755750475,辽宁省,210604,0,1,0,0.0,1.0,0.0,0.0,38.24,1778.76,2014,0
0,2,0.0,0.0,1.0,0.0,1,,,浙江环保,省,浙江省,绍兴市新民热电,143018080,浙江省,330000,3,3,0,3.0,3.0,0.0,0.0,59.07,3197.66,2014,0
2,2,1.0,1.0,1.0,1.0,1,,,山东环境,省,山东省,山东晋煤日月化工,16344650900,山东省,370181,32,10,2,32.0,10.0,2.0,0.0,16.73,5329.27,2014,175492.0
0,2,0.0,0.0,1.0,0.0,1,,,山东环境,省,山东省,临清运河热电,73371768215,山东省,371581,5,3,0,5.0,3.0,0.0,0.0,16.73,5329.27,2014,0
0,1,0.0,0.0,1.0,0.0,1,,,江苏环保,省,江苏省,宝山钢铁股份,63169638201,上海市,310113,1,1,0,1.0,1.0,0.0,0.0,10.74,807.29,2014,0
0,6,0.0,0.0,5.0,0.0,1,,,江苏环保,省,江苏省,盛虹集团,74481045202,江苏省,320000,2,7,0,0.4,1.4,0.0,0.0,15.8,4709.37,2014,0
0,2,0.0,0.0,1.0,0.0,1,,,山东环境,省,山东省,济南市琦泉热电,163533637,山东省,370124,0,0,0,0.0,0.0,0.0,0.0,16.73,5329.27,2014,0
0,6,0.0,0.0,1.0,0.0,1,,,李沧环保,县,青岛市,青岛后海热电,743959706,山东省,370213,0,0,0,0.0,0.0,0.0,0.0,16.73,5329.27,2014,0
0,8,0.0,0.0,4.0,0.0,1,,,江苏环保,省,江苏省,江苏利港电力,607921551,江苏省,320281,4,18,0,1.0,4.5,0.0,0.0,15.8,4709.37,2014,0
1,53,0.0189,1.0,43.0,0.0233,1,,,上海环境,省,上海省上海市,宝山钢铁股份,63169638201,上海市,310113,70,51,4,1.6279,1.186,0.093,0.0,10.74,807.29,2014,5025.0
0,1,0.0,0.0,1.0,0.0,1,,,唐山市环境保护局,市,河北省唐山市,唐山贝氏体钢铁（集团）福丰钢铁,741532995,河北省,130207,1,3,0,1.0,3.0,0.0,0.0,23.41,2630.59,2014,0
0,1,0.0,0.0,1.0,0.0,1,,,南京环保,市,南京市,华能南京金陵发电,771256004,江苏省,320113,1,62,0,1.0,62.0,0.0,0.0,15.8,4709.37,2014,0
0,10,0.0,0.0,4.0,0.0,0,,,绿水青山总关情,省,湖南省,湖南煤化新能源,661658280,湖南省,431302,17,22,1,4.25,5.5,0.25,0.0,47.77,1385.09,2014,0
0,6,0.0,0.0,2.0,0.0,1,,,无锡环保,市,无锡市,无锡能达热电,720634095,江苏省,320205,2,2,0,1.0,1.0,0.0,0.0,15.8,4709.37,2014,0
1,9,0.1111,1.0,4.0,0.25,1,,,青岛环保,市,山东省青岛市,青岛后海热电,743959706,山东省,370213,2,2,0,0.5,0.5,0.0,0.0,16.73,5329.27,2014,461.0
9,27,0.3333,9.0,24.0,0.375,1,,,山东环境,省,山东省,滕州金晶玻璃,793933037,山东省,370481,239,149,5,9.9583,6.2083,0.2083,0.0,16.73,5329.27,2014,91550.3333
0,1,0.0,0.0,1.0,0.0,1,,,唐山市环境保护局,市,河北省唐山市,唐山市德龙钢铁,721609588,河北省,130225,0,1,0,0.0,1.0,0.0,0.0,23.41,2630.59,2014,0
0,1,0.0,0.0,1.0,0.0,1,,,江苏环保,省,江苏省,无锡友联热电股份,717869782,江苏省,320000,0,0,0,0.0,0.0,0.0,0.0,15.8,4709.37,2014,0
0,1,0.0,0.0,1.0,0.0,1,,,唐山市环境保护局,市,河北省唐山市,唐山三友硅业,669057703,河北省,130000,0,1,0,0.0,1.0,0.0,0.0,23.41,2630.59,2014,0
0,8,0.0,0.0,6.0,0.0,0,,,上海环境,省,上海省上海市,中石化资产经营管理,66169914600,湖南省,430602,3,4,2,0.5,0.6667,0.3333,0.0,47.77,1385.09,2014,0
34,78,0.4359,33.0,33.0,1.0,1,,,江苏环保,省,江苏省,江苏瑞洪盐业,788866546,江苏省,320829,211,93,13,6.3939,2.8182,0.3939,1.0,15.8,4709.37,2014,1230392.8485
0,8,0.0,0.0,2.0,0.0,1,,,张家港环保,县,张家港市,张家港骏马涤纶制品,769130269,江苏省,320582,4,2,0,2.0,1.0,0.0,0.0,15.8,4709.37,2014,0
1,1,1.0,1.0,1.0,1.0,0,,,绿色郑州,市,郑州市,郑州市马头岗污水处理厂,711205264,河南省,410108,2,2,0,2.0,2.0,0.0,0.0,21.5,2652.66,2014,146.0
0,20,0.0,0.0,9.0,0.0,1,,,江阴环保,县,江苏省江阴市,江阴热电,142216640,江苏省,320281,12,17,0,1.3333,1.8889,0.0,0.0,15.8,4709.37,2014,0
1,3,0.3333,1.0,3.0,0.3333,1,,,浙江环保,省,浙江省,兰溪诸葛南方水泥,704568833,浙江省,330781,3,26,0,1.0,8.6667,0.0,0.0,59.07,3197.66,2014,78281.0
0,7,0.0,0.0,3.0,0.0,0,,,九江环保发布,市,九江市,江西蓝星星火有机硅,705653896,江西省,360425,3,8,0,1.0,2.6667,0.0,0.0,60.01,1085.35,2014,0
1,4,0.25,1.0,1.0,1.0,1,,,宁波市环境保护局,市,宁波市,浙江浙能镇海发电,720083684,浙江省,330211,9,4,0,9.0,4.0,0.0,0.0,59.07,3197.66,2014,3159.0
