地方政府回应数(Y),微博投诉@数(X),@回应比例,地方政府回应的投诉发帖数,投诉发帖数,投诉回应比例,污染所在地区(S),人均国内生产总值(PGDP),企业特征(Enterprise),政府部门,政府部门级别,行政区划,企业名称,法人编号,污染所在地,行政编号,总转发量(Forward_all),总评论量(Comment_all),总点赞量(Praise_all),平均转发量(Forward),平均评论量(Comment),平均点赞量(Praise),中央/上级政府关注(Position),森林覆盖率(Forest),工业发电量(Industry),年份(year),平均回应时间/秒(Diff)
0,3,0.0,0.0,3.0,0.0,0,,,唐山市环境保护局,市,河北省唐山市,神木县顺德煤化工,677922285,陕西省,610821,0,0,0,0.0,0.0,0.0,0.0,41.42,1757.41,2015,0
0,14,0.0,0.0,8.0,0.0,1,,,江苏环保,省,江苏省,中国石化集团南京化学工业,834764058,江苏省,320703,9,8,1,1.125,1.0,0.125,0.0,15.8,4709.37,2015,0
0,4,0.0,0.0,2.0,0.0,1,,,江苏环保,省,江苏省,江阴市周南污水处理,764196613,江苏省,320281,1,0,0,0.5,0.0,0.0,0.0,15.8,4709.37,2015,0
0,1,0.0,0.0,1.0,0.0,0,,,乌鲁木齐市环保局,市,新疆省木齐市,华能新疆能源开发,697839702,新疆维吾尔自治区,652801,0,1,0,0.0,1.0,0.0,0.0,4.24,2719.13,2015,0
0,11,0.0,0.0,11.0,0.0,0,,,江西环保,省,江西省,江西蓝星星火有机硅,705653896,江西省,360425,1,1,2,0.0909,0.0909,0.1818,0.0,60.01,1085.35,2015,0
0,1,0.0,0.0,1.0,0.0,0,,,陕西环保,省,陕西省,榆林经济开发区汇通热电,755214998,陕西省,610823,0,0,0,0.0,0.0,0.0,0.0,41.42,1757.41,2015,0
0,1,0.0,0.0,1.0,0.0,0,,,生态黄石,市,黄石市,湖北黄石锦绣纺织,676485255,湖北省,420202,0,0,0,0.0,0.0,0.0,0.0,38.4,2479.02,2015,0
0,2,0.0,0.0,1.0,0.0,1,,,浙江省环保厅团委,省,浙江省,浙江维艺实业股份,717681990,浙江省,330000,0,0,0,0.0,0.0,0.0,0.0,59.07,3197.66,2015,0
0,2,0.0,0.0,1.0,0.0,1,,,浙江环保,省,浙江省,浙江浙能乐清发电,77570367600,浙江省,330382,2,1,0,2.0,1.0,0.0,0.0,59.07,3197.66,2015,0
0,3,0.0,0.0,3.0,0.0,0,,,江西环保,省,江西省,江西晶昊盐化,723906690,江西省,360982,0,1,0,0.0,0.3333,0.0,0.0,60.01,1085.35,2015,0
1,1,1.0,1.0,1.0,1.0,1,,,德州平原环保,县,山东省平原县,平原方源纸业,588781812,山东省,371426,1,1,0,1.0,1.0,0.0,0.0,16.73,5329.27,2015,73646.0
0,1,0.0,0.0,1.0,0.0,0,,,合肥环保,市,安徽省合肥市,安徽佳通轮胎,610306859,安徽省,340000,0,0,2,0.0,0.0,2.0,0.0,27.53,2252.69,2015,0
1,2,0.5,1.0,1.0,1.0,1,,,聊城环境,市,聊城市,临清三和纺织集团,X1370882524,山东省,371581,0,2,0,0.0,2.0,0.0,0.0,16.73,5329.27,2015,45502.0
3,22,0.1364,3.0,11.0,0.2727,1,,,杭州环保,市,浙江省杭州市,浙江海联热电股份,609131596,浙江省,330110,12,19,2,1.0909,1.7273,0.1818,0.0,59.07,3197.66,2015,58099.6667
0,1,0.0,0.0,1.0,0.0,0,,,陕西环保,省,陕西省,县城生活污水处理厂,5920914431,四川省,510121,0,8,0,0.0,8.0,0.0,0.0,35.22,3273.85,2015,0
0,2,0.0,0.0,2.0,0.0,1,,,天津环保发布,省,天津省天津市,天津大沽化工股份,103607112,天津市,120116,1,1,4,0.5,0.5,2.0,0.0,9.87,617.55,2015,0
0,24,0.0,0.0,9.0,0.0,1,,,浙江环保,省,浙江省,统一能源（湖州）热电,733826395,浙江省,330561,9,11,5,1.0,1.2222,0.5556,0.0,59.07,3197.66,2015,0
0,2,0.0,0.0,1.0,0.0,1,,,聊城环境,市,聊城市,山东信发华源铝业,744549127,山东省,371523,0,0,0,0.0,0.0,0.0,0.0,16.73,5329.27,2015,0
0,2,0.0,0.0,2.0,0.0,0,,,武汉环保,市,武汉市,武汉凯迪新龙污水处理,558408152,湖北省,420116,0,1,4,0.0,0.5,2.0,0.0,38.4,2479.02,2015,0
1,5,0.2,1.0,1.0,1.0,1,,,济南环保,市,济南市,山东球墨铸铁管,614072500,山东省,370112,3,9,1,3.0,9.0,1.0,0.0,16.73,5329.27,2015,5858.0
0,1,0.0,0.0,1.0,0.0,1,,,台州市环境保护局,市,浙江省台州市,温岭市大溪污水处理厂,8862232455,浙江省,331081,0,0,0,0.0,0.0,0.0,0.0,59.07,3197.66,2015,0
0,2,0.0,0.0,1.0,0.0,1,,,龙口环境,县,山东省龙口市,龙口市第二污水处理厂,76098944802,山东省,370681,0,0,0,0.0,0.0,0.0,0.0,16.73,5329.27,2015,0
0,1,0.0,0.0,1.0,0.0,1,,,威海环境,市,山东省威海市,华能威海发电,264206686,山东省,370000,9,2,1,9.0,2.0,1.0,0.0,16.73,5329.27,2015,0
1,11,0.0909,1.0,4.0,0.25,1,,,滕州环保,县,山东省滕州市,枣庄矿业集团蒋庄煤矸石热电,748992046,山东省,370481,5,13,7,1.25,3.25,1.75,0.0,16.73,5329.27,2015,3000290.0
0,1,0.0,0.0,1.0,0.0,1,,,济宁市环保局太白湖新区分局,县,济宁市湖新区,山东百年电力发展股份,169423228,山东省,370681,0,0,1,0.0,0.0,1.0,0.0,16.73,5329.27,2015,0
1,16,0.0625,1.0,14.0,0.0714,0,,,合肥环保,市,安徽省合肥市,安徽巢东水泥股份,697379910,安徽省,340000,9,5,2,0.6429,0.3571,0.1429,0.0,27.53,2252.69,2015,7008.0
0,1,0.0,0.0,1.0,0.0,1,,,徐州环保,市,徐州市,徐州金山桥热电,74484662302,江苏省,320000,0,0,0,0.0,0.0,0.0,0.0,15.8,4709.37,2015,0
0,13,0.0,0.0,7.0,0.0,1,,,金华市环保局,市,金华市,恒昌集团浦江印染,147695679,浙江省,330726,12,13,1,1.7143,1.8571,0.1429,0.0,59.07,3197.66,2015,0
1,3,0.3333,1.0,3.0,0.3333,1,,,杭州环保,市,浙江省杭州市,浙江杭州大马水泥,754420407,浙江省,330185,1,2,1,0.3333,0.6667,0.3333,0.0,59.07,3197.66,2015,140530.0
0,1,0.0,0.0,1.0,0.0,1,,,江苏环保,省,江苏省,江苏苏钢集团,137759149,江苏省,320000,0,0,0,0.0,0.0,0.0,0.0,15.8,4709.37,2015,0
0,1,0.0,0.0,1.0,0.0,1,,,秦皇岛环境保护局,市,河北省皇岛市,秦皇岛安丰钢铁,601186760,河北省,130322,0,0,0,0.0,0.0,0.0,0.0,23.41,2630.59,2015,0
0,42,0.0,0.0,26.0,0.0,0,,,上海环境,省,上海省上海市,中国石化集团资产经营管理,662261779,湖北省,420804,55,31,58,2.1154,1.1923,2.2308,0.0,38.4,2479.02,2015,0
0,95,0.0,0.0,83.0,0.0,0,,,淮南环保,市,安徽省淮南市,安徽淮化集团,150224667,安徽省,340403,69,44,18,0.8313,0.5301,0.2169,0.0,27.53,2252.69,2015,0
0,1,0.0,0.0,1.0,0.0,1,,,广州环保,市,广州市,广州发电厂,190663314,广东省,440103,0,0,4,0.0,0.0,4.0,0.0,51.26,4263.66,2015,0
0,2,0.0,0.0,1.0,0.0,1,,,济南环保,市,济南市,华能济南黄台发电,163043531,山东省,370112,0,1,0,0.0,1.0,0.0,0.0,16.73,5329.27,2015,0
0,1,0.0,0.0,1.0,0.0,0,,,武汉环保,市,武汉市,临涣中利发电,786539357,安徽省,340621,1,0,1,1.0,0.0,1.0,0.0,27.53,2252.69,2015,0
0,1,0.0,0.0,1.0,0.0,1,,,南京环保,市,南京市,大唐南京发电厂,834754642,江苏省,320113,0,0,2,0.0,0.0,2.0,0.0,15.8,4709.37,2015,0
0,3,0.0,0.0,1.0,0.0,1,,,嘉兴环境保护,市,浙江省嘉兴市,嘉善县大地污水处理工程,721076072,浙江省,330421,4,2,2,4.0,2.0,2.0,0.0,59.07,3197.66,2015,0
1,11,0.0909,1.0,1.0,1.0,0,,,蚌埠市环境保护局,市,安徽省蚌埠市,金隆铜业,610436303,安徽省,340702,6,5,5,6.0,5.0,5.0,0.0,27.53,2252.69,2015,3373.0
0,1,0.0,0.0,1.0,0.0,1,,,湖州环保,市,湖州市,杭州塘栖热电,143869707,浙江省,330110,1,0,0,1.0,0.0,0.0,0.0,59.07,3197.66,2015,0
0,1,0.0,0.0,1.0,0.0,1,,,张家港环保,县,张家港市,江苏永钢集团,142194488,江苏省,320582,0,0,2,0.0,0.0,2.0,0.0,15.8,4709.37,2015,0
0,1,0.0,0.0,1.0,0.0,1,,,唐山市环境保护局,市,河北省唐山市,迁安中化煤化工,752420382,河北省,130283,0,1,0,0.0,1.0,0.0,0.0,23.41,2630.59,2015,0
1,2,0.5,1.0,1.0,1.0,1,,,无锡环保,市,无锡市,无锡惠联热电,75798665X00,江苏省,320206,0,9,3,0.0,9.0,3.0,0.0,15.8,4709.37,2015,3347.0
2,12,0.1667,2.0,12.0,0.1667,1,,,沈阳环保,市,沈阳市,沈阳石蜡化工,242652597,辽宁省,210000,2,10,0,0.1667,0.8333,0.0,0.0,38.24,1778.76,2015,15037.0
0,1,0.0,0.0,1.0,0.0,1,,,广州环保,市,广州市,广州市番禺启利达电子,618707075,广东省,440113,0,0,0,0.0,0.0,0.0,0.0,51.26,4263.66,2015,0
0,1,0.0,0.0,1.0,0.0,1,,,平阴环保,县,山东省济南市平阴县,平阴山水水泥,76001558X,山东省,370124,0,0,0,0.0,0.0,0.0,0.0,16.73,5329.27,2015,0
0,2,0.0,0.0,1.0,0.0,1,,,无锡环保,市,无锡市,凯发新泉水务（无锡）,76653833000,江苏省,320206,1,3,0,1.0,3.0,0.0,0.0,15.8,4709.37,2015,0
0,2,0.0,0.0,1.0,0.0,0,,,昆明市环保局,市,云南省昆明市,云南南磷集团电化,79515850500,云南省,530000,0,0,0,0.0,0.0,0.0,0.0,50.03,2692.54,2015,0
0,11,0.0,0.0,4.0,0.0,1,,,昆山市环境保护局,县,昆山市,南亚加工丝(昆山),743142229,江苏省,320583,18,28,2,4.5,7.0,0.5,0.0,15.8,4709.37,2015,0
1,1,1.0,1.0,1.0,1.0,0,,,生态黄石,市,黄石市,大冶有色金属,770785545,湖北省,420204,1,5,0,1.0,5.0,0.0,0.0,38.4,2479.02,2015,1880598.0
0,2,0.0,0.0,1.0,0.0,1,,,德州环境,市,山东省德州市,山东恒源石油化工,167653185,山东省,371424,0,0,0,0.0,0.0,0.0,0.0,16.73,5329.27,2015,0
0,2,0.0,0.0,1.0,0.0,1,,,杭州环保,市,浙江省杭州市,杭州航民达美染整,782390508,浙江省,330109,12,2,2,12.0,2.0,2.0,0.0,59.07,3197.66,2015,0
0,1,0.0,0.0,1.0,0.0,0,,,江西环保,省,江西省,国电九江发电厂,15930206X,江西省,360403,0,1,1,0.0,1.0,1.0,0.0,60.01,1085.35,2015,0
0,9,0.0,0.0,4.0,0.0,1,,,浙江环保,省,浙江省,绍兴县超超染整,717680760,浙江省,330000,2,5,3,0.5,1.25,0.75,0.0,59.07,3197.66,2015,0
1,11,0.0909,1.0,1.0,1.0,0,,,合肥环保,市,安徽省合肥市,铜陵有色金属集团公司金昌冶炼厂,728511794,安徽省,340702,6,5,5,6.0,5.0,5.0,0.0,27.53,2252.69,2015,3373.0
0,2,0.0,0.0,2.0,0.0,1,,,光泽县环境保护局,县,福建省南平市光泽县,福建海峡环保,73954827700,福建省,350111,10,6,6,5.0,3.0,3.0,0.0,65.95,2007.43,2015,0
0,2,0.0,0.0,1.0,0.0,0,,,陕西环保沙龙,省,陕西省,陕西金泰氯碱化工,755221821,陕西省,610827,0,1,0,0.0,1.0,0.0,0.0,41.42,1757.41,2015,0
0,7,0.0,0.0,5.0,0.0,1,,,江苏环保,省,江苏省,江苏国信扬州发电,682192061,江苏省,321003,4,6,11,0.8,1.2,2.2,0.0,15.8,4709.37,2015,0
0,3,0.0,0.0,3.0,0.0,0,,,乌鲁木齐市环保局,市,新疆省木齐市,兖矿新疆煤化工,686471607,新疆维吾尔自治区,650109,0,0,1,0.0,0.0,0.3333,0.0,4.24,2719.13,2015,0
0,4,0.0,0.0,2.0,0.0,1,,,浙江环保,省,浙江省,浙江浙能兰溪发电,75492287X,浙江省,330781,6,0,0,3.0,0.0,0.0,0.0,59.07,3197.66,2015,0
0,3,0.0,0.0,2.0,0.0,1,,,青岛环保,市,山东省青岛市,青岛经济技术开发区热电燃气总公司,163655802,山东省,370211,0,0,0,0.0,0.0,0.0,0.0,16.73,5329.27,2015,0
0,2,0.0,0.0,1.0,0.0,0,,,西安环保,市,陕西省西安市,陕西兴化集团,294208164,陕西省,610481,0,0,0,0.0,0.0,0.0,0.0,41.42,1757.41,2015,0
0,7,0.0,0.0,7.0,0.0,1,,,沈阳环保,市,沈阳市,沈阳经济技术开发区热电,117756071,辽宁省,210000,0,0,1,0.0,0.0,0.1429,0.0,38.24,1778.76,2015,0
0,2,0.0,0.0,1.0,0.0,1,,,淄博环保,市,淄博市,张店钢铁总厂,164109053,山东省,370321,1,0,0,1.0,0.0,0.0,0.0,16.73,5329.27,2015,0
2,11,0.1818,2.0,5.0,0.4,1,,,山东环境,省,山东省,盛隆化工,751773434,山东省,370481,25,23,27,5.0,4.6,5.4,0.0,16.73,5329.27,2015,59917.0
0,3,0.0,0.0,3.0,0.0,0,,,陕西环保,省,陕西省,陕西腾龙煤电集团新元综合利用发电,755222453,陕西省,610821,0,0,0,0.0,0.0,0.0,0.0,41.42,1757.41,2015,0
0,2,0.0,0.0,2.0,0.0,0,,,武汉环保,市,武汉市,国电濮阳热电,755193656,河南省,410000,1,0,1,0.5,0.0,0.5,0.0,21.5,2652.66,2015,0
0,3,0.0,0.0,2.0,0.0,0,,,陕西环保,省,陕西省,府谷县金利源综合利用发电,730436455,陕西省,610822,0,0,0,0.0,0.0,0.0,0.0,41.42,1757.41,2015,0
0,2,0.0,0.0,1.0,0.0,1,,,泰安环境,市,泰安市,山东新银麦啤酒,78715752900,山东省,371328,0,0,0,0.0,0.0,0.0,0.0,16.73,5329.27,2015,0
0,1,0.0,0.0,1.0,0.0,1,,,浙江环保,省,浙江省,平湖市德力西长江环保,780464964,浙江省,330482,0,0,0,0.0,0.0,0.0,0.0,59.07,3197.66,2015,0
1,9,0.1111,1.0,8.0,0.125,0,,,生态黄石,市,黄石市,湖北新冶钢,757045833,湖北省,420203,1,3,5,0.125,0.375,0.625,0.0,38.4,2479.02,2015,508151.0
0,2,0.0,0.0,1.0,0.0,1,,,江苏环保,省,江苏省,南京水务集团,726052299,江苏省,320104,0,0,0,0.0,0.0,0.0,0.0,15.8,4709.37,2015,0
0,1,0.0,0.0,1.0,0.0,1,,,唐山市环境保护局,市,河北省唐山市,河北马头发电,805525330,河北省,130000,0,0,1,0.0,0.0,1.0,0.0,23.41,2630.59,2015,0
1,11,0.0909,1.0,1.0,1.0,0,,,淮南环保,市,安徽省淮南市,铜陵有色金属集团公司金昌冶炼厂,728511794,安徽省,340702,6,5,5,6.0,5.0,5.0,0.0,27.53,2252.69,2015,3373.0
1,2,0.5,1.0,1.0,1.0,1,,,聊城环境,市,聊城市,国电聊城发电,787158388,山东省,371502,0,3,0,0.0,3.0,0.0,0.0,16.73,5329.27,2015,70457.0
2,3,0.6667,2.0,3.0,0.6667,0,,,银川环保,市,银川市,中国石油宁夏石化公司,701664792,宁夏回族自治区,640105,1,6,1,0.3333,2.0,0.3333,0.0,11.89,1144.38,2015,12164.5
0,1,0.0,0.0,1.0,0.0,1,,,济南环保,市,济南市,山东闽源钢铁,74655535200,山东省,370181,3,3,9,3.0,3.0,9.0,0.0,16.73,5329.27,2015,0
0,1,0.0,0.0,1.0,0.0,0,,,合肥环保,市,安徽省合肥市,合肥众诚热电,754878741,安徽省,340104,0,0,0,0.0,0.0,0.0,0.0,27.53,2252.69,2015,0
0,2,0.0,0.0,2.0,0.0,1,,,唐山市环境保护局,市,河北省唐山市,河北鑫达钢铁,743423645,河北省,130283,18,4,2,9.0,2.0,1.0,0.0,23.41,2630.59,2015,0
0,4,0.0,0.0,1.0,0.0,1,,,山东环境,省,山东省,淄博鑫港燃气,673196183,山东省,370000,0,0,0,0.0,0.0,0.0,0.0,16.73,5329.27,2015,0
0,39,0.0,0.0,12.0,0.0,1,,,宁波市环境保护局,市,宁波市,浙江大唐乌沙山发电,753286162,浙江省,330225,16,12,3,1.3333,1.0,0.25,0.0,59.07,3197.66,2015,0
0,1,0.0,0.0,1.0,0.0,0,,,陕西环保,省,陕西省,陕西汉中钢铁集团,727334028,陕西省,610725,0,0,0,0.0,0.0,0.0,0.0,41.42,1757.41,2015,0
0,2,0.0,0.0,2.0,0.0,0,,,武汉环保,市,武汉市,武汉钢电股份,300050720,湖北省,420107,0,0,0,0.0,0.0,0.0,0.0,38.4,2479.02,2015,0
2,2,1.0,2.0,2.0,1.0,1,,,山东环境,省,山东省,栖霞白洋河水泥,733694927,山东省,370686,2,6,1,1.0,3.0,0.5,0.0,16.73,5329.27,2015,13054666.0
1,2,0.5,1.0,1.0,1.0,1,,,江苏环保,省,江苏省,无锡惠联垃圾热电,778668861,江苏省,320206,0,9,3,0.0,9.0,3.0,0.0,15.8,4709.37,2015,3347.0
0,2,0.0,0.0,1.0,0.0,0,,,云南省环保厅团委,省,云南省,云南南磷集团电化,79515850500,云南省,530000,0,0,0,0.0,0.0,0.0,0.0,50.03,2692.54,2015,0
20,18,1.1111,18.0,18.0,1.0,1,,,沈阳环保,市,沈阳市,沈阳热电厂,117981631,辽宁省,210303,56,47,24,3.1111,2.6111,1.3333,0.0,38.24,1778.76,2015,4319944.4444
1,4,0.25,1.0,1.0,1.0,1,,,青岛西海岸新区环保,县,开发区,福建海峡环保,73954827700,福建省,350111,0,17,0,0.0,17.0,0.0,0.0,65.95,2007.43,2015,75595.0
0,3,0.0,0.0,1.0,0.0,0,,,武汉环保,市,武汉市,华新水泥（大冶）,753410661,湖北省,420281,1,0,0,1.0,0.0,0.0,0.0,38.4,2479.02,2015,0
0,29,0.0,0.0,27.0,0.0,0,,,江西环保,省,江西省,江西世龙实业股份,756750119,江西省,360281,13,12,11,0.4815,0.4444,0.4074,0.0,60.01,1085.35,2015,0
0,1,0.0,0.0,1.0,0.0,0,,,呼和浩特市环保,市,内蒙古省浩特市,鄂尔多斯市蒙泰热电,790150563,内蒙古自治区,150602,0,0,0,0.0,0.0,0.0,0.0,21.03,3949.81,2015,0
0,2,0.0,0.0,1.0,0.0,1,,,淄博环保,市,淄博市,淄博矿业集团,706092437,山东省,370000,0,0,0,0.0,0.0,0.0,0.0,16.73,5329.27,2015,0
0,5,0.0,0.0,3.0,0.0,1,,,江苏环保,省,江苏省,南京化学工业,134751600,江苏省,320116,0,0,0,0.0,0.0,0.0,0.0,15.8,4709.37,2015,0
0,5,0.0,0.0,3.0,0.0,1,,,宁波市环境保护局,市,宁波市,舟山旺能环保能源,676150877,浙江省,330902,2,3,0,0.6667,1.0,0.0,0.0,59.07,3197.66,2015,0
1,1,1.0,1.0,1.0,1.0,1,,,山东环境,省,山东省,济南裕兴化工,734707945,山东省,370105,0,4,0,0.0,4.0,0.0,0.0,16.73,5329.27,2015,1087.0
0,2,0.0,0.0,1.0,0.0,1,,,潍坊环保,市,潍坊市,诸城金安热电,746574916,山东省,370782,4,0,1,4.0,0.0,1.0,0.0,16.73,5329.27,2015,0
0,1,0.0,0.0,1.0,0.0,1,,,上海环境,省,上海省上海市,上海城投绿衍污水处理,780009291,上海市,310118,2,1,0,2.0,1.0,0.0,0.0,10.74,807.29,2015,0
0,1,0.0,0.0,1.0,0.0,1,,,昆山市环境保护局,县,昆山市,昆山新苑污水处理,759672339,江苏省,320583,1,0,0,1.0,0.0,0.0,0.0,15.8,4709.37,2015,0
0,1,0.0,0.0,1.0,0.0,1,,,青岛环保,市,山东省青岛市,开发区污水处理厂,11966141201,辽宁省,210000,0,1,0,0.0,1.0,0.0,0.0,38.24,1778.76,2015,0
0,1,0.0,0.0,1.0,0.0,0,,,绿色郑州,市,郑州市,平顶山市宏业泰工贸,786225761,河南省,410404,0,0,0,0.0,0.0,0.0,0.0,21.5,2652.66,2015,0
1,4,0.25,1.0,1.0,1.0,1,,,平邑环境,县,山东省临沂市平邑县,山东太合食品,66195395X,山东省,371321,10,5,1,10.0,5.0,1.0,0.0,16.73,5329.27,2015,94531.0
1,2,0.5,1.0,1.0,1.0,1,,,山东环境,省,山东省,华电滕州新源热电,169919856,山东省,370481,7,6,0,7.0,6.0,0.0,0.0,16.73,5329.27,2015,682160.0
4,10,0.4,4.0,6.0,0.6667,1,,,临沂环境,市,临沂市,金沂蒙集团,168846325,山东省,371329,16,10,4,2.6667,1.6667,0.6667,0.0,16.73,5329.27,2015,13401.75
1,10,0.1,1.0,5.0,0.2,1,,,绍兴-环保,市,浙江省绍兴市,浙江维艺实业股份,717681990,浙江省,330000,1,5,0,0.2,1.0,0.0,0.0,59.07,3197.66,2015,74246.0
0,1,0.0,0.0,1.0,0.0,1,,,东莞环保,市,东莞市,东莞市鸿业造纸,742973952,广东省,440000,0,2,1,0.0,2.0,1.0,0.0,51.26,4263.66,2015,0
0,1,0.0,0.0,1.0,0.0,1,,,淄博环保,市,淄博市,淄博周北热电,761879283,山东省,370306,0,1,0,0.0,1.0,0.0,0.0,16.73,5329.27,2015,0
0,1,0.0,0.0,1.0,0.0,0,,,包头环保,市,内蒙古省包头市,神华神东电力,687956016,陕西省,610822,0,0,0,0.0,0.0,0.0,0.0,41.42,1757.41,2015,0
0,1,0.0,0.0,1.0,0.0,1,,,唐山市环境保护局,市,河北省唐山市,河北津西钢铁集团正达钢铁,682785027,河北省,130208,0,2,1,0.0,2.0,1.0,0.0,23.41,2630.59,2015,0
0,13,0.0,0.0,11.0,0.0,0,,,铜陵环保,市,安徽省铜陵市,铜陵市华兴化工,728499406,安徽省,340702,8,4,1,0.7273,0.3636,0.0909,0.0,27.53,2252.69,2015,0
0,11,0.0,0.0,7.0,0.0,1,,,秦皇岛环境保护局,市,河北省皇岛市,秦皇岛耀华玻璃工业园,743416226,河北省,130302,10,12,13,1.4286,1.7143,1.8571,0.0,23.41,2630.59,2015,0
2,15,0.1333,2.0,3.0,0.6667,1,,,临沂环境,市,临沂市,平邑县第二污水处理厂,562519381,山东省,371326,5,18,7,1.6667,6.0,2.3333,0.0,16.73,5329.27,2015,96795.0
0,1,0.0,0.0,1.0,0.0,1,,,辛集环保,县,河北省辛集市,辛集市水处理中心,40490417X,河北省,130181,2,1,0,2.0,1.0,0.0,0.0,23.41,2630.59,2015,0
0,2,0.0,0.0,2.0,0.0,0,,,昆明市环保局,市,云南省昆明市,云南铝业股份,21658149X,云南省,530121,25,11,6,12.5,5.5,3.0,0.0,50.03,2692.54,2015,0
0,2,0.0,0.0,1.0,0.0,1,,,杭州环保,市,浙江省杭州市,上虞杭协热电,744142984,浙江省,330682,0,0,1,0.0,0.0,1.0,0.0,59.07,3197.66,2015,0
0,3,0.0,0.0,3.0,0.0,1,,,广州环保,市,广州市,互太（番禺）纺织印染,61872051X,广东省,440115,2,1,0,0.6667,0.3333,0.0,0.0,51.26,4263.66,2015,0
0,6,0.0,0.0,6.0,0.0,1,,,广州环保,市,广州市,广州市梅山热电厂,191428500,广东省,440115,0,1,0,0.0,0.1667,0.0,0.0,51.26,4263.66,2015,0
0,2,0.0,0.0,1.0,0.0,0,,,绿色遵义,市,贵州省遵义市,务川自治县银昱矿产,675446027,贵州省,520000,0,0,0,0.0,0.0,0.0,0.0,37.09,1903.99,2015,0
0,1,0.0,0.0,1.0,0.0,0,,,合肥环保,市,安徽省合肥市,合肥紫蓬污水处理厂,90765401,安徽省,340123,0,1,0,0.0,1.0,0.0,0.0,27.53,2252.69,2015,0
1,2,0.5,1.0,2.0,0.5,0,,,巢湖环保,县,安徽省巢湖市,安徽巢东水泥股份,697379910,安徽省,340000,0,1,0,0.0,0.5,0.0,0.0,27.53,2252.69,2015,327624.0
2,14,0.1429,2.0,2.0,1.0,1,,,山东环境,省,山东省,平邑县第二污水处理厂,562519381,山东省,371326,4,18,6,2.0,9.0,3.0,0.0,16.73,5329.27,2015,96795.0
0,1,0.0,0.0,1.0,0.0,0,,,环保北京,省,北京省北京市,陕西华电蒲城发电,29420780700,陕西省,610526,0,0,0,0.0,0.0,0.0,0.0,41.42,1757.41,2015,0
0,1,0.0,0.0,1.0,0.0,1,,,江苏环保,省,江苏省,吴江污水处理厂,251325475,江苏省,320584,6,7,0,6.0,7.0,0.0,0.0,15.8,4709.37,2015,0
0,2,0.0,0.0,1.0,0.0,1,,,上海环境,省,上海省上海市,上海安亭环保,133642699,上海市,310114,0,0,0,0.0,0.0,0.0,0.0,10.74,807.29,2015,0
1,4,0.25,1.0,4.0,0.25,1,,,广州环保,市,广州市,广州恒运企业集团股份,231215412,广东省,440112,5,7,0,1.25,1.75,0.0,0.0,51.26,4263.66,2015,12245.0
0,5,0.0,0.0,5.0,0.0,0,,,武汉环保,市,武汉市,明达玻璃（武汉）,737545144,湖北省,420000,3,8,0,0.6,1.6,0.0,0.0,38.4,2479.02,2015,0
1,2,0.5,1.0,1.0,1.0,1,,,德州环境,市,山东省德州市,南京水务集团,726052299,江苏省,320104,0,15,1,0.0,15.0,1.0,0.0,15.8,4709.37,2015,104784.0
0,1,0.0,0.0,1.0,0.0,0,,,铜陵环保,市,安徽省铜陵市,铜陵市富鑫钢铁,781092912,安徽省,340702,2,2,1,2.0,2.0,1.0,0.0,27.53,2252.69,2015,0
1,6,0.1667,1.0,2.0,0.5,1,,,济宁环境,市,山东省济宁市,山东雪花生物化工股份,166084099,山东省,370000,6,27,3,3.0,13.5,1.5,0.0,16.73,5329.27,2015,23711.0
0,1,0.0,0.0,1.0,0.0,1,,,保定市环保局微博,市,河北省保定市,顺平县金强水泥,68574329500,河北省,130636,0,16,0,0.0,16.0,0.0,0.0,23.41,2630.59,2015,0
1,4,0.25,1.0,1.0,1.0,1,,,山东环境,省,山东省,山东新银麦啤酒,78715752900,山东省,371328,0,1,0,0.0,1.0,0.0,0.0,16.73,5329.27,2015,416.0
7,48,0.1458,7.0,7.0,1.0,1,,,环保东营,市,山东省东营市,稻庄镇污水处理厂,569034811,山东省,370523,18,112,0,2.5714,16.0,0.0,0.0,16.73,5329.27,2015,95551.7143
0,2,0.0,0.0,2.0,0.0,1,,,上海环境,省,上海省上海市,华能上海石洞口第一电厂,660722180,上海市,310113,0,0,0,0.0,0.0,0.0,0.0,10.74,807.29,2015,0
0,1,0.0,0.0,1.0,0.0,1,,,上海环境,省,上海省上海市,上海中隆纸业,742128011,上海市,310115,1,0,1,1.0,0.0,1.0,0.0,10.74,807.29,2015,0
0,5,0.0,0.0,3.0,0.0,0,,,铜川环保,市,陕西省铜川市,华能国际电力开发公司铜川照金电厂,786993066,陕西省,610204,2,7,4,0.6667,2.3333,1.3333,0.0,41.42,1757.41,2015,0
0,8,0.0,0.0,6.0,0.0,1,,,中山环保,市,中山市,中山市污水处理,282116035,广东省,440000,2,5,0,0.3333,0.8333,0.0,0.0,51.26,4263.66,2015,0
0,1,0.0,0.0,1.0,0.0,0,,,鄂尔多斯市环境保护局,市,内蒙古省多斯市,神华蒙西煤化股份,740133175,内蒙古自治区,150624,2,2,0,2.0,2.0,0.0,0.0,21.03,3949.81,2015,0
0,1,0.0,0.0,1.0,0.0,1,,,广州环保,市,广州市,广州瑞明电力股份,190677329,广东省,440112,0,0,0,0.0,0.0,0.0,0.0,51.26,4263.66,2015,0
